scenario,policy,seeds,num_runs,timeout_ms,p99_ms_median,p99_ms_min,p99_ms_max,p99_improvement_pct_median,post_onset_p99_auc_ms_median,post_onset_p99_auc_ms_min,post_onset_p99_auc_ms_max,bandwidth_overhead_pct_median,bandwidth_overhead_pct_min,bandwidth_overhead_pct_max,pre_slowdown_parity_reads_median,pre_slowdown_parity_reads_min,pre_slowdown_parity_reads_max,recovery_parity_reads_median,recovery_parity_reads_min,recovery_parity_reads_max,recovery_regret_reads_median,recovery_regret_reads_min,recovery_regret_reads_max,migration_true_positives_total,migration_false_positives_total,migration_false_negatives_total,migration_precision_pct,migration_recall_pct
dynamic_degradation,vanilla_ec,42..71,30,15,91.1,90.4,92.8,0,3340.45,3308.9,3390.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
dynamic_degradation,late_binding,42..71,30,15,19.3,19.1,19.4,78.9,51.45,48.4,53.6,25,25,25,15000,15000,15000,10439.5,10285,10594,28668,28495,29034,0,0,-1,-1,-1
dynamic_degradation,timeout_degraded_read,42..71,30,15,29.6,29.5,29.7,67.5,142.75,139.4,145.6,10.5,10.5,10.6,2425.5,2332,2506,8969,8812,9117,18386.5,18202,18619,0,0,-1,-1,-1
dynamic_degradation,health_ec,42..71,30,15,78.6,77.6,79.8,13.85,593,579.5,626.9,4.1,4,4.1,0,0,199,4055.5,3893,4203,8641,8428,8997,123351,9415,20323,92.909,85.855
