scenario,policy,seeds,num_runs,timeout_ms,window_id,window_start_read,window_end_read,disk8_state,disk9_state,active_slow_disks,p50_ms_median,p50_ms_min,p50_ms_max,p95_ms_median,p95_ms_min,p95_ms_max,p99_ms_median,p99_ms_min,p99_ms_max,issued_shard_reads_median,issued_shard_reads_min,issued_shard_reads_max,bandwidth_overhead_pct_median,bandwidth_overhead_pct_min,bandwidth_overhead_pct_max,parity_reads_median,parity_reads_min,parity_reads_max,proactive_or_degraded_reads_median,proactive_or_degraded_reads_min,proactive_or_degraded_reads_max,decode_count_median,decode_count_min,decode_count_max,migration_triggers_median,migration_triggers_min,migration_triggers_max,migration_true_positives_median,migration_true_positives_min,migration_true_positives_max,migration_false_positives_median,migration_false_positives_min,migration_false_positives_max
dynamic_degradation,late_binding,42..71,30,15,18,90000,95000,healthy,healthy,0,10.7,10.6,10.8,14,13.9,14.1,15.5,15.3,15.7,25000,25000,25000,25,25,25,5000,5000,5000,5000,5000,5000,4003,3929,4067,0,0,0,0,0,0,0,0,0
dynamic_degradation,late_binding,42..71,30,15,19,95000,100000,healthy,healthy,0,10.7,10.6,10.8,14,13.8,14.2,15.4,15.2,15.7,25000,25000,25000,25,25,25,5000,5000,5000,5000,5000,5000,4002.5,3941,4055,0,0,0,0,0,0,0,0,0
dynamic_degradation,timeout_degraded_read,42..71,30,15,0,0,5000,healthy,healthy,0,12.5,12.4,12.6,16.8,16.7,17,18.8,18.5,19.1,20812.5,20754,20846,4.1,3.8,4.2,812.5,754,846,812.5,754,846,20,12,34,0,0,0,0,0,0,0,0,0
dynamic_degradation,timeout_degraded_read,42..71,30,15,1,5000,10000,healthy,healthy,0,12.5,12.3,12.6,16.8,16.6,17,18.8,18.5,18.9,20814.5,20740,20856,4.05,3.7,4.3,814.5,740,856,814.5,740,856,19.5,12,25,0,0,0,0,0,0,0,0,0
dynamic_degradation,timeout_degraded_read,42..71,30,15,2,10000,15000,healthy,healthy,0,12.5,12.4,12.6,16.8,16.6,17,18.7,18.5,19,20807,20754,20850,4,3.8,4.2,807,754,850,807,754,850,17,9,30,0,0,0,0,0,0,0,0,0
dynamic_degradation,timeout_degraded_read,42..71,30,15,3,15000,20000,mild_slow,healthy,1,15.6,15.3,15.8,26.4,26.1,26.6,29.1,28.8,29.5,22690,22621,22733,13.5,13.1,13.7,2690,2621,2733,2690,2621,2733,1322,1265,1385,0,0,0,0,0,0,0,0,0
dynamic_degradation,timeout_degraded_read,42..71,30,15,4,20000,25000,mild_slow,healthy,1,15.6,15.4,15.9,26.4,26.2,26.6,29.2,28.7,29.6,22710.5,22591,22764,13.55,13,13.8,2710.5,2591,2764,2710.5,2591,2764,1334.5,1261,1380,0,0,0,0,0,0,0,0,0
dynamic_degradation,timeout_degraded_read,42..71,30,15,5,25000,30000,mild_slow,healthy,1,15.7,15.4,16,26.4,26.1,26.6,29.15,28.7,29.5,22701,22633,22757,13.5,13.2,13.8,2701,2633,2757,2701,2633,2757,1328.5,1258,1400,0,0,0,0,0,0,0,0,0
dynamic_degradation,timeout_degraded_read,42..71,30,15,6,30000,35000,severe_slow,healthy,1,18,17.2,18.7,28.5,28.2,28.8,31.15,30.6,31.6,22968.5,22894,23038,14.8,14.5,15.2,2968.5,2894,3038,2968.5,2894,3038,2509,2433,2587,0,0,0,0,0,0,0,0,0
dynamic_degradation,timeout_degraded_read,42..71,30,15,7,35000,40000,severe_slow,healthy,1,17.95,17.4,18.5,28.4,28.2,28.6,31.15,30.9,31.5,22977,22905,23047,14.9,14.5,15.2,2977,2905,3047,2977,2905,3047,2499.5,2438,2568,0,0,0,0,0,0,0,0,0
