name,scenario_id,seed,kind,returncode,stderr_empty,stdout_lines
overlap_4pct_seed42_threshold_d8_a005_migration_trace,overlap_4pct,42,migration_trace,0,1,13
overlap_4pct_seed42_threshold_d2_a010_csv,overlap_4pct,42,csv,0,1,2
overlap_4pct_seed42_threshold_d2_a010_windowed_csv,overlap_4pct,42,windowed_csv,0,1,21
overlap_4pct_seed42_threshold_d2_a010_migration_trace,overlap_4pct,42,migration_trace,0,1,43
overlap_4pct_seed42_threshold_d4_a010_csv,overlap_4pct,42,csv,0,1,2
overlap_4pct_seed42_threshold_d4_a010_windowed_csv,overlap_4pct,42,windowed_csv,0,1,21
overlap_4pct_seed42_threshold_d4_a010_migration_trace,overlap_4pct,42,migration_trace,0,1,22
overlap_4pct_seed42_threshold_d6_a010_csv,overlap_4pct,42,csv,0,1,2
overlap_4pct_seed42_threshold_d6_a010_windowed_csv,overlap_4pct,42,windowed_csv,0,1,21
overlap_4pct_seed42_threshold_d6_a010_migration_trace,overlap_4pct,42,migration_trace,0,1,15
overlap_4pct_seed42_threshold_d8_a010_csv,overlap_4pct,42,csv,0,1,2
overlap_4pct_seed42_threshold_d8_a010_windowed_csv,overlap_4pct,42,windowed_csv,0,1,21
overlap_4pct_seed42_threshold_d8_a010_migration_trace,overlap_4pct,42,migration_trace,0,1,13
overlap_4pct_seed42_evidence_w2_d4_csv,overlap_4pct,42,csv,0,1,2
overlap_4pct_seed42_evidence_w2_d4_windowed_csv,overlap_4pct,42,windowed_csv,0,1,21
overlap_4pct_seed42_evidence_w2_d4_migration_trace,overlap_4pct,42,migration_trace,0,1,22
overlap_4pct_seed42_evidence_w2_d6_csv,overlap_4pct,42,csv,0,1,2
overlap_4pct_seed42_evidence_w2_d6_windowed_csv,overlap_4pct,42,windowed_csv,0,1,21
overlap_4pct_seed42_evidence_w2_d6_migration_trace,overlap_4pct,42,migration_trace,0,1,15
overlap_4pct_seed42_evidence_w3_d4_csv,overlap_4pct,42,csv,0,1,2
overlap_4pct_seed42_evidence_w3_d4_windowed_csv,overlap_4pct,42,windowed_csv,0,1,21
overlap_4pct_seed42_evidence_w3_d4_migration_trace,overlap_4pct,42,migration_trace,0,1,23
overlap_4pct_seed42_evidence_w3_d6_csv,overlap_4pct,42,csv,0,1,2
overlap_4pct_seed42_evidence_w3_d6_windowed_csv,overlap_4pct,42,windowed_csv,0,1,21
overlap_4pct_seed42_evidence_w3_d6_migration_trace,overlap_4pct,42,migration_trace,0,1,15
overlap_4pct_seed42_topk_k2_d4_csv,overlap_4pct,42,csv,0,1,2
overlap_4pct_seed42_topk_k2_d4_windowed_csv,overlap_4pct,42,windowed_csv,0,1,21
overlap_4pct_seed42_topk_k2_d4_migration_trace,overlap_4pct,42,migration_trace,0,1,22
overlap_4pct_seed42_topk_k2_d6_csv,overlap_4pct,42,csv,0,1,2
overlap_4pct_seed42_topk_k2_d6_windowed_csv,overlap_4pct,42,windowed_csv,0,1,21
overlap_4pct_seed42_topk_k2_d6_migration_trace,overlap_4pct,42,migration_trace,0,1,15
overlap_4pct_seed42_topk_k4_d4_csv,overlap_4pct,42,csv,0,1,2
overlap_4pct_seed42_topk_k4_d4_windowed_csv,overlap_4pct,42,windowed_csv,0,1,21
overlap_4pct_seed42_topk_k4_d4_migration_trace,overlap_4pct,42,migration_trace,0,1,22
overlap_4pct_seed42_topk_k4_d6_csv,overlap_4pct,42,csv,0,1,2
overlap_4pct_seed42_topk_k4_d6_windowed_csv,overlap_4pct,42,windowed_csv,0,1,21
overlap_4pct_seed42_topk_k4_d6_migration_trace,overlap_4pct,42,migration_trace,0,1,15
overlap_4pct_seed42_hybrid_w2_k2_d4_c1_csv,overlap_4pct,42,csv,0,1,2
overlap_4pct_seed42_hybrid_w2_k2_d4_c1_windowed_csv,overlap_4pct,42,windowed_csv,0,1,21
overlap_4pct_seed42_hybrid_w2_k2_d4_c1_migration_trace,overlap_4pct,42,migration_trace,0,1,22
overlap_4pct_seed42_hybrid_w2_k4_d4_c1_csv,overlap_4pct,42,csv,0,1,2
overlap_4pct_seed42_hybrid_w2_k4_d4_c1_windowed_csv,overlap_4pct,42,windowed_csv,0,1,21
overlap_4pct_seed42_hybrid_w2_k4_d4_c1_migration_trace,overlap_4pct,42,migration_trace,0,1,22
overlap_4pct_seed43_vanilla_ec_csv,overlap_4pct,43,csv,0,1,2
overlap_4pct_seed43_vanilla_ec_windowed_csv,overlap_4pct,43,windowed_csv,0,1,21
overlap_4pct_seed43_late_binding_csv,overlap_4pct,43,csv,0,1,2
overlap_4pct_seed43_late_binding_windowed_csv,overlap_4pct,43,windowed_csv,0,1,21
overlap_4pct_seed43_timeout_degraded_read_csv,overlap_4pct,43,csv,0,1,2
overlap_4pct_seed43_timeout_degraded_read_windowed_csv,overlap_4pct,43,windowed_csv,0,1,21
overlap_4pct_seed43_t28_default_csv,overlap_4pct,43,csv,0,1,2
overlap_4pct_seed43_t28_default_windowed_csv,overlap_4pct,43,windowed_csv,0,1,21
overlap_4pct_seed43_t28_default_migration_trace,overlap_4pct,43,migration_trace,0,1,7
overlap_4pct_seed43_migration_disabled_csv,overlap_4pct,43,csv,0,1,2
overlap_4pct_seed43_migration_disabled_windowed_csv,overlap_4pct,43,windowed_csv,0,1,21
overlap_4pct_seed43_migration_disabled_migration_trace,overlap_4pct,43,migration_trace,0,1,1
overlap_4pct_seed43_threshold_d2_a005_csv,overlap_4pct,43,csv,0,1,2
overlap_4pct_seed43_threshold_d2_a005_windowed_csv,overlap_4pct,43,windowed_csv,0,1,21
overlap_4pct_seed43_threshold_d2_a005_migration_trace,overlap_4pct,43,migration_trace,0,1,43
overlap_4pct_seed43_threshold_d4_a005_csv,overlap_4pct,43,csv,0,1,2
overlap_4pct_seed43_threshold_d4_a005_windowed_csv,overlap_4pct,43,windowed_csv,0,1,21
overlap_4pct_seed43_threshold_d4_a005_migration_trace,overlap_4pct,43,migration_trace,0,1,22
overlap_4pct_seed43_threshold_d6_a005_csv,overlap_4pct,43,csv,0,1,2
overlap_4pct_seed43_threshold_d6_a005_windowed_csv,overlap_4pct,43,windowed_csv,0,1,21
overlap_4pct_seed43_threshold_d6_a005_migration_trace,overlap_4pct,43,migration_trace,0,1,15
