scenario_id,strategy_id,scenario,seed,num_disks,num_stripes,k,m,shard_size_bytes,migrated_shards,migrated_bytes,full_disk_bytes,cost_ratio,full_disk_cost_multiplier,stripe_level_migrated_stripes,stripe_level_migrated_shards,stripe_level_bytes,stripe_level_cost_ratio,pre_slowdown_migrations,migration_true_positives,migration_false_positives,migration_false_negatives
realistic_2pct,t28_default,dynamic_realistic_100d_2pct_hdd,42,100,5000,4,2,4096,4,16384,2457600,0.006667,150,2,12,49152,0.02,0,4,0,585
realistic_2pct,migration_disabled,dynamic_realistic_100d_2pct_hdd,42,100,5000,4,2,4096,0,0,2457600,0,inf,0,0,0,0,0,0,0,593
realistic_2pct,threshold_d2_a005,dynamic_realistic_100d_2pct_hdd,42,100,5000,4,2,4096,20,81920,2457600,0.033333,30,10,60,245760,0.1,0,20,0,550
realistic_2pct,threshold_d4_a005,dynamic_realistic_100d_2pct_hdd,42,100,5000,4,2,4096,12,49152,2457600,0.02,50,6,36,147456,0.06,0,12,0,568
realistic_2pct,threshold_d6_a005,dynamic_realistic_100d_2pct_hdd,42,100,5000,4,2,4096,8,32768,2457600,0.013333,75,4,24,98304,0.04,0,8,0,576
realistic_2pct,threshold_d8_a005,dynamic_realistic_100d_2pct_hdd,42,100,5000,4,2,4096,6,24576,2457600,0.01,100,3,18,73728,0.03,0,6,0,580
realistic_2pct,threshold_d2_a010,dynamic_realistic_100d_2pct_hdd,42,100,5000,4,2,4096,23,94208,2457600,0.038333,26.086957,11,66,270336,0.11,0,22,1,544
realistic_2pct,threshold_d4_a010,dynamic_realistic_100d_2pct_hdd,42,100,5000,4,2,4096,12,49152,2457600,0.02,50,6,36,147456,0.06,0,12,0,567
realistic_2pct,threshold_d6_a010,dynamic_realistic_100d_2pct_hdd,42,100,5000,4,2,4096,8,32768,2457600,0.013333,75,4,24,98304,0.04,0,8,0,575
realistic_2pct,threshold_d8_a010,dynamic_realistic_100d_2pct_hdd,42,100,5000,4,2,4096,6,24576,2457600,0.01,100,3,18,73728,0.03,0,6,0,580
realistic_2pct,evidence_w2_d4,dynamic_realistic_100d_2pct_hdd,42,100,5000,4,2,4096,12,49152,2457600,0.02,50,6,36,147456,0.06,0,11,0,568
realistic_2pct,evidence_w2_d6,dynamic_realistic_100d_2pct_hdd,42,100,5000,4,2,4096,8,32768,2457600,0.013333,75,4,24,98304,0.04,0,8,0,575
realistic_2pct,evidence_w3_d4,dynamic_realistic_100d_2pct_hdd,42,100,5000,4,2,4096,12,49152,2457600,0.02,50,6,36,147456,0.06,0,8,0,571
realistic_2pct,evidence_w3_d6,dynamic_realistic_100d_2pct_hdd,42,100,5000,4,2,4096,8,32768,2457600,0.013333,75,4,24,98304,0.04,0,6,0,578
realistic_2pct,topk_k2_d4,dynamic_realistic_100d_2pct_hdd,42,100,5000,4,2,4096,12,49152,2457600,0.02,50,6,36,147456,0.06,0,11,0,569
realistic_2pct,topk_k2_d6,dynamic_realistic_100d_2pct_hdd,42,100,5000,4,2,4096,8,32768,2457600,0.013333,75,4,24,98304,0.04,0,7,0,576
realistic_2pct,topk_k4_d4,dynamic_realistic_100d_2pct_hdd,42,100,5000,4,2,4096,12,49152,2457600,0.02,50,6,36,147456,0.06,0,12,0,567
realistic_2pct,topk_k4_d6,dynamic_realistic_100d_2pct_hdd,42,100,5000,4,2,4096,8,32768,2457600,0.013333,75,4,24,98304,0.04,0,7,0,576
realistic_2pct,hybrid_w2_k2_d4_c1,dynamic_realistic_100d_2pct_hdd,42,100,5000,4,2,4096,12,49152,2457600,0.02,50,6,36,147456,0.06,0,8,0,573
realistic_2pct,hybrid_w2_k4_d4_c1,dynamic_realistic_100d_2pct_hdd,42,100,5000,4,2,4096,12,49152,2457600,0.02,50,6,36,147456,0.06,0,9,0,571
realistic_2pct,t28_default,dynamic_realistic_100d_2pct_hdd,43,100,5000,4,2,4096,4,16384,2457600,0.006667,150,2,12,49152,0.02,0,4,0,580
realistic_2pct,migration_disabled,dynamic_realistic_100d_2pct_hdd,43,100,5000,4,2,4096,0,0,2457600,0,inf,0,0,0,0,0,0,0,588
realistic_2pct,threshold_d2_a005,dynamic_realistic_100d_2pct_hdd,43,100,5000,4,2,4096,21,86016,2457600,0.035,28.571429,11,66,270336,0.11,0,21,0,544
realistic_2pct,threshold_d4_a005,dynamic_realistic_100d_2pct_hdd,43,100,5000,4,2,4096,11,45056,2457600,0.018333,54.545455,6,36,147456,0.06,0,11,0,563
realistic_2pct,threshold_d6_a005,dynamic_realistic_100d_2pct_hdd,43,100,5000,4,2,4096,8,32768,2457600,0.013333,75,4,24,98304,0.04,0,8,0,572
realistic_2pct,threshold_d8_a005,dynamic_realistic_100d_2pct_hdd,43,100,5000,4,2,4096,6,24576,2457600,0.01,100,3,18,73728,0.03,0,6,0,575
realistic_2pct,threshold_d2_a010,dynamic_realistic_100d_2pct_hdd,43,100,5000,4,2,4096,22,90112,2457600,0.036667,27.272727,11,66,270336,0.11,0,22,0,540
realistic_2pct,threshold_d4_a010,dynamic_realistic_100d_2pct_hdd,43,100,5000,4,2,4096,12,49152,2457600,0.02,50,6,36,147456,0.06,0,12,0,562
realistic_2pct,threshold_d6_a010,dynamic_realistic_100d_2pct_hdd,43,100,5000,4,2,4096,8,32768,2457600,0.013333,75,4,24,98304,0.04,0,8,0,570
realistic_2pct,threshold_d8_a010,dynamic_realistic_100d_2pct_hdd,43,100,5000,4,2,4096,6,24576,2457600,0.01,100,3,18,73728,0.03,0,6,0,575
realistic_2pct,evidence_w2_d4,dynamic_realistic_100d_2pct_hdd,43,100,5000,4,2,4096,12,49152,2457600,0.02,50,6,36,147456,0.06,0,12,0,562
realistic_2pct,evidence_w2_d6,dynamic_realistic_100d_2pct_hdd,43,100,5000,4,2,4096,8,32768,2457600,0.013333,75,4,24,98304,0.04,0,8,0,570
realistic_2pct,evidence_w3_d4,dynamic_realistic_100d_2pct_hdd,43,100,5000,4,2,4096,12,49152,2457600,0.02,50,6,36,147456,0.06,0,8,0,566
realistic_2pct,evidence_w3_d6,dynamic_realistic_100d_2pct_hdd,43,100,5000,4,2,4096,8,32768,2457600,0.013333,75,4,24,98304,0.04,0,6,0,573
realistic_2pct,topk_k2_d4,dynamic_realistic_100d_2pct_hdd,43,100,5000,4,2,4096,12,49152,2457600,0.02,50,6,36,147456,0.06,0,10,0,564
realistic_2pct,topk_k2_d6,dynamic_realistic_100d_2pct_hdd,43,100,5000,4,2,4096,8,32768,2457600,0.013333,75,4,24,98304,0.04,0,7,0,571
realistic_2pct,topk_k4_d4,dynamic_realistic_100d_2pct_hdd,43,100,5000,4,2,4096,12,49152,2457600,0.02,50,6,36,147456,0.06,0,12,0,562
realistic_2pct,topk_k4_d6,dynamic_realistic_100d_2pct_hdd,43,100,5000,4,2,4096,8,32768,2457600,0.013333,75,4,24,98304,0.04,0,7,0,571
realistic_2pct,hybrid_w2_k2_d4_c1,dynamic_realistic_100d_2pct_hdd,43,100,5000,4,2,4096,12,49152,2457600,0.02,50,6,36,147456,0.06,0,8,0,568
realistic_2pct,hybrid_w2_k4_d4_c1,dynamic_realistic_100d_2pct_hdd,43,100,5000,4,2,4096,12,49152,2457600,0.02,50,6,36,147456,0.06,0,8,0,566
realistic_2pct,t28_default,dynamic_realistic_100d_2pct_hdd,44,100,5000,4,2,4096,4,16384,2457600,0.006667,150,2,12,49152,0.02,0,4,0,571
realistic_2pct,migration_disabled,dynamic_realistic_100d_2pct_hdd,44,100,5000,4,2,4096,0,0,2457600,0,inf,0,0,0,0,0,0,0,579
realistic_2pct,threshold_d2_a005,dynamic_realistic_100d_2pct_hdd,44,100,5000,4,2,4096,20,81920,2457600,0.033333,30,10,60,245760,0.1,0,19,0,537
realistic_2pct,threshold_d4_a005,dynamic_realistic_100d_2pct_hdd,44,100,5000,4,2,4096,10,40960,2457600,0.016667,60,5,30,122880,0.05,0,10,0,557
realistic_2pct,threshold_d6_a005,dynamic_realistic_100d_2pct_hdd,44,100,5000,4,2,4096,8,32768,2457600,0.013333,75,4,24,98304,0.04,0,8,0,562
realistic_2pct,threshold_d8_a005,dynamic_realistic_100d_2pct_hdd,44,100,5000,4,2,4096,6,24576,2457600,0.01,100,3,18,73728,0.03,0,6,0,566
realistic_2pct,threshold_d2_a010,dynamic_realistic_100d_2pct_hdd,44,100,5000,4,2,4096,22,90112,2457600,0.036667,27.272727,11,66,270336,0.11,0,21,0,530
realistic_2pct,threshold_d4_a010,dynamic_realistic_100d_2pct_hdd,44,100,5000,4,2,4096,12,49152,2457600,0.02,50,6,36,147456,0.06,0,12,0,553
realistic_2pct,threshold_d6_a010,dynamic_realistic_100d_2pct_hdd,44,100,5000,4,2,4096,8,32768,2457600,0.013333,75,4,24,98304,0.04,0,8,0,562
realistic_2pct,threshold_d8_a010,dynamic_realistic_100d_2pct_hdd,44,100,5000,4,2,4096,6,24576,2457600,0.01,100,3,18,73728,0.03,0,6,0,566
realistic_2pct,evidence_w2_d4,dynamic_realistic_100d_2pct_hdd,44,100,5000,4,2,4096,12,49152,2457600,0.02,50,6,36,147456,0.06,0,12,0,553
realistic_2pct,evidence_w2_d6,dynamic_realistic_100d_2pct_hdd,44,100,5000,4,2,4096,8,32768,2457600,0.013333,75,4,24,98304,0.04,0,8,0,562
realistic_2pct,evidence_w3_d4,dynamic_realistic_100d_2pct_hdd,44,100,5000,4,2,4096,12,49152,2457600,0.02,50,6,36,147456,0.06,0,8,0,557
realistic_2pct,evidence_w3_d6,dynamic_realistic_100d_2pct_hdd,44,100,5000,4,2,4096,8,32768,2457600,0.013333,75,4,24,98304,0.04,0,6,0,564
realistic_2pct,topk_k2_d4,dynamic_realistic_100d_2pct_hdd,44,100,5000,4,2,4096,12,49152,2457600,0.02,50,6,36,147456,0.06,0,10,0,555
realistic_2pct,topk_k2_d6,dynamic_realistic_100d_2pct_hdd,44,100,5000,4,2,4096,8,32768,2457600,0.013333,75,4,24,98304,0.04,0,8,0,562
realistic_2pct,topk_k4_d4,dynamic_realistic_100d_2pct_hdd,44,100,5000,4,2,4096,12,49152,2457600,0.02,50,6,36,147456,0.06,0,12,0,553
realistic_2pct,topk_k4_d6,dynamic_realistic_100d_2pct_hdd,44,100,5000,4,2,4096,8,32768,2457600,0.013333,75,4,24,98304,0.04,0,8,0,562
realistic_2pct,hybrid_w2_k2_d4_c1,dynamic_realistic_100d_2pct_hdd,44,100,5000,4,2,4096,12,49152,2457600,0.02,50,6,36,147456,0.06,0,8,0,559
realistic_2pct,hybrid_w2_k4_d4_c1,dynamic_realistic_100d_2pct_hdd,44,100,5000,4,2,4096,12,49152,2457600,0.02,50,6,36,147456,0.06,0,8,0,557
overlap_4pct,t28_default,dynamic_overlap_100d_4pct_hdd,42,100,5000,4,2,4096,6,24576,4915200,0.005,200,2,12,49152,0.01,0,6,0,1189
overlap_4pct,migration_disabled,dynamic_overlap_100d_4pct_hdd,42,100,5000,4,2,4096,0,0,4915200,0,inf,0,0,0,0,0,0,0,1199
overlap_4pct,threshold_d2_a005,dynamic_overlap_100d_4pct_hdd,42,100,5000,4,2,4096,39,159744,4915200,0.0325,30.769231,15,90,368640,0.075,0,35,0,1135
overlap_4pct,threshold_d4_a005,dynamic_overlap_100d_4pct_hdd,42,100,5000,4,2,4096,21,86016,4915200,0.0175,57.142857,8,48,196608,0.04,0,20,0,1164
overlap_4pct,threshold_d6_a005,dynamic_overlap_100d_4pct_hdd,42,100,5000,4,2,4096,14,57344,4915200,0.011667,85.714286,5,30,122880,0.025,0,14,0,1177
overlap_4pct,threshold_d8_a005,dynamic_overlap_100d_4pct_hdd,42,100,5000,4,2,4096,12,49152,4915200,0.01,100,4,24,98304,0.02,0,12,0,1181
overlap_4pct,threshold_d2_a010,dynamic_overlap_100d_4pct_hdd,42,100,5000,4,2,4096,42,172032,4915200,0.035,28.571429,16,96,393216,0.08,0,38,0,1129
overlap_4pct,threshold_d4_a010,dynamic_overlap_100d_4pct_hdd,42,100,5000,4,2,4096,21,86016,4915200,0.0175,57.142857,8,48,196608,0.04,0,19,0,1162
overlap_4pct,threshold_d6_a010,dynamic_overlap_100d_4pct_hdd,42,100,5000,4,2,4096,14,57344,4915200,0.011667,85.714286,5,30,122880,0.025,0,12,0,1174
overlap_4pct,threshold_d8_a010,dynamic_overlap_100d_4pct_hdd,42,100,5000,4,2,4096,12,49152,4915200,0.01,100,4,24,98304,0.02,0,11,0,1179
overlap_4pct,evidence_w2_d4,dynamic_overlap_100d_4pct_hdd,42,100,5000,4,2,4096,21,86016,4915200,0.0175,57.142857,8,48,196608,0.04,0,21,0,1162
overlap_4pct,evidence_w2_d6,dynamic_overlap_100d_4pct_hdd,42,100,5000,4,2,4096,14,57344,4915200,0.011667,85.714286,5,30,122880,0.025,0,13,0,1174
overlap_4pct,evidence_w3_d4,dynamic_overlap_100d_4pct_hdd,42,100,5000,4,2,4096,22,90112,4915200,0.018333,54.545455,8,48,196608,0.04,0,21,1,1163
overlap_4pct,evidence_w3_d6,dynamic_overlap_100d_4pct_hdd,42,100,5000,4,2,4096,14,57344,4915200,0.011667,85.714286,5,30,122880,0.025,0,13,0,1174
overlap_4pct,topk_k2_d4,dynamic_overlap_100d_4pct_hdd,42,100,5000,4,2,4096,21,86016,4915200,0.0175,57.142857,8,48,196608,0.04,0,19,0,1164
overlap_4pct,topk_k2_d6,dynamic_overlap_100d_4pct_hdd,42,100,5000,4,2,4096,14,57344,4915200,0.011667,85.714286,5,30,122880,0.025,0,13,0,1175
overlap_4pct,topk_k4_d4,dynamic_overlap_100d_4pct_hdd,42,100,5000,4,2,4096,21,86016,4915200,0.0175,57.142857,8,48,196608,0.04,0,19,1,1163
overlap_4pct,topk_k4_d6,dynamic_overlap_100d_4pct_hdd,42,100,5000,4,2,4096,14,57344,4915200,0.011667,85.714286,5,30,122880,0.025,0,13,0,1174
overlap_4pct,hybrid_w2_k2_d4_c1,dynamic_overlap_100d_4pct_hdd,42,100,5000,4,2,4096,21,86016,4915200,0.0175,57.142857,8,48,196608,0.04,0,15,1,1171
overlap_4pct,hybrid_w2_k4_d4_c1,dynamic_overlap_100d_4pct_hdd,42,100,5000,4,2,4096,21,86016,4915200,0.0175,57.142857,8,48,196608,0.04,0,20,0,1164
overlap_4pct,t28_default,dynamic_overlap_100d_4pct_hdd,43,100,5000,4,2,4096,6,24576,4915200,0.005,200,2,12,49152,0.01,0,6,0,1220
overlap_4pct,migration_disabled,dynamic_overlap_100d_4pct_hdd,43,100,5000,4,2,4096,0,0,4915200,0,inf,0,0,0,0,0,0,0,1230
overlap_4pct,threshold_d2_a005,dynamic_overlap_100d_4pct_hdd,43,100,5000,4,2,4096,42,172032,4915200,0.035,28.571429,16,96,393216,0.08,0,42,0,1164
overlap_4pct,threshold_d4_a005,dynamic_overlap_100d_4pct_hdd,43,100,5000,4,2,4096,21,86016,4915200,0.0175,57.142857,8,48,196608,0.04,0,21,0,1196
overlap_4pct,threshold_d6_a005,dynamic_overlap_100d_4pct_hdd,43,100,5000,4,2,4096,14,57344,4915200,0.011667,85.714286,5,30,122880,0.025,0,14,0,1208
overlap_4pct,threshold_d8_a005,dynamic_overlap_100d_4pct_hdd,43,100,5000,4,2,4096,12,49152,4915200,0.01,100,4,24,98304,0.02,0,12,0,1211
overlap_4pct,threshold_d2_a010,dynamic_overlap_100d_4pct_hdd,43,100,5000,4,2,4096,44,180224,4915200,0.036667,27.272727,16,96,393216,0.08,0,43,0,1155
overlap_4pct,threshold_d4_a010,dynamic_overlap_100d_4pct_hdd,43,100,5000,4,2,4096,22,90112,4915200,0.018333,54.545455,8,48,196608,0.04,0,22,0,1193
overlap_4pct,threshold_d6_a010,dynamic_overlap_100d_4pct_hdd,43,100,5000,4,2,4096,14,57344,4915200,0.011667,85.714286,5,30,122880,0.025,0,14,0,1204
overlap_4pct,threshold_d8_a010,dynamic_overlap_100d_4pct_hdd,43,100,5000,4,2,4096,12,49152,4915200,0.01,100,4,24,98304,0.02,0,12,0,1210
