scenario_id,strategy_id,strategy_kind,health_theta_d,health_alpha_d,health_migration_evidence_windows,health_migration_top_k_per_window,health_migration_cooldown_windows,scenario,num_disks,seed,num_reads,num_stripes,zipf_s,num_windows,window_size,policy,timeout_ms,p50_ms,p95_ms,p99_ms,p99_improvement_pct,post_onset_p95_auc_ms,post_onset_p99_auc_ms,issued_shard_reads,bandwidth_overhead_pct,parity_reads,pre_slowdown_parity_reads,recovery_parity_reads,proactive_or_degraded_reads,decode_count,migration_triggers,migration_true_positives,migration_false_positives,migration_false_negatives,first_detection_latency_reads,first_mitigation_latency_reads,recovery_regret_reads,post_warmup_windowed_p99_ms,severe_window_p99_ms,read_bypass_eligible_events,read_bypass_triggered_events,read_bypass_coverage_pct
overlap_4pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_overlap_100d_4pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.3,24.4,55.9,11.0,174.2,4023682,0.6,23682,0,9322,23682,22501,0,0,0,1199,770,770,11211,23.5,27.8,22233,20320,91.4
overlap_4pct,threshold_d2_a005,threshold_alpha,2,0.05,0,0,0,dynamic_overlap_100d_4pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.0,20.0,63.8,5.1,79.0,4012560,0.3,12560,0,4464,12560,11582,39,35,0,1135,770,770,5804,20.7,21.1,12133,10031,82.7
overlap_4pct,threshold_d4_a005,threshold_alpha,4,0.05,0,0,0,dynamic_overlap_100d_4pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.3,63.3,5.9,100.8,4014642,0.4,14642,0,5290,14642,13575,21,20,0,1164,770,770,6715,21.5,22.2,13843,11853,85.6
overlap_4pct,threshold_d6_a005,threshold_alpha,6,0.05,0,0,0,dynamic_overlap_100d_4pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.5,62.9,6.5,114.2,4016057,0.4,16057,0,5826,16057,14955,14,14,0,1177,770,770,7291,21.7,23.1,15105,13153,87.1
overlap_4pct,threshold_d8_a005,threshold_alpha,8,0.05,0,0,0,dynamic_overlap_100d_4pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.7,62.6,6.8,118.0,4016827,0.4,16827,0,5983,16827,15707,12,12,0,1181,770,770,7447,22.3,23.5,15835,13888,87.7
overlap_4pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_overlap_100d_4pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.0,20.0,63.9,5.0,74.6,4011936,0.3,11936,0,4365,11936,10966,42,38,0,1129,770,770,5773,20.6,21.1,11596,9466,81.6
overlap_4pct,threshold_d4_a010,threshold_alpha,4,0.1,0,0,0,dynamic_overlap_100d_4pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.3,63.3,5.9,99.9,4014218,0.4,14218,0,5290,14218,13154,21,19,0,1162,770,770,6715,21.4,22.0,13454,11446,85.1
overlap_4pct,threshold_d6_a010,threshold_alpha,6,0.1,0,0,0,dynamic_overlap_100d_4pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.5,62.9,6.5,114.0,4015692,0.4,15692,0,5826,15692,14589,14,12,0,1174,770,770,7290,21.7,23.1,14799,12821,86.6
overlap_4pct,threshold_d8_a010,threshold_alpha,8,0.1,0,0,0,dynamic_overlap_100d_4pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.6,62.7,6.7,117.0,4016632,0.4,16632,0,5983,16632,15513,12,11,0,1179,770,770,7447,21.7,23.5,15646,13706,87.6
overlap_4pct,evidence_w2_d4,window_evidence,4,0.1,2,0,0,dynamic_overlap_100d_4pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.3,63.3,5.8,99.9,4016379,0.4,16379,0,5290,16379,15277,21,21,0,1162,770,770,6717,21.4,22.0,15450,13443,87.0
overlap_4pct,evidence_w2_d6,window_evidence,6,0.1,2,0,0,dynamic_overlap_100d_4pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.5,62.9,6.5,114.0,4017538,0.4,17538,0,5826,17538,16401,14,13,0,1174,770,770,7290,21.7,23.1,16503,14529,88.0
overlap_4pct,evidence_w3_d4,window_evidence,4,0.1,3,0,0,dynamic_overlap_100d_4pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.3,63.3,5.8,100.1,4018802,0.5,18802,0,5290,18802,17647,22,21,1,1163,770,770,6717,21.5,22.0,17635,15664,88.8
overlap_4pct,evidence_w3_d6,window_evidence,6,0.1,3,0,0,dynamic_overlap_100d_4pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.5,62.9,6.5,114.0,4019494,0.5,19494,0,5826,19494,18318,14,13,0,1174,770,770,7290,21.7,23.1,18270,16314,89.3
overlap_4pct,topk_k2_d4,topk_budgeted,4,0.1,0,2,0,dynamic_overlap_100d_4pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.3,63.2,6.0,102.0,4016936,0.4,16936,0,5290,16936,15826,21,19,0,1164,770,770,6717,21.6,22.8,15975,13969,87.4
overlap_4pct,topk_k2_d6,topk_budgeted,6,0.1,0,2,0,dynamic_overlap_100d_4pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.6,62.8,6.6,115.6,4017586,0.4,17586,0,5826,17586,16450,14,13,0,1175,770,770,7290,21.7,23.1,16556,14585,88.1
overlap_4pct,topk_k4_d4,topk_budgeted,4,0.1,0,4,0,dynamic_overlap_100d_4pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.3,63.3,6.0,101.2,4016122,0.4,16122,0,5290,16122,15029,21,19,1,1163,770,770,6715,21.5,22.5,15237,13218,86.7
overlap_4pct,topk_k4_d6,topk_budgeted,6,0.1,0,4,0,dynamic_overlap_100d_4pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.5,62.9,6.5,114.0,4017484,0.4,17484,0,5826,17484,16348,14,13,0,1174,770,770,7290,21.5,23.1,16459,14473,87.9
overlap_4pct,hybrid_w2_k2_d4_c1,hybrid,4,0.1,2,2,1,dynamic_overlap_100d_4pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.4,63.1,6.2,107.1,4019217,0.5,19217,0,5290,19217,18076,21,15,1,1171,770,770,6716,21.7,23.1,18085,16122,89.1
overlap_4pct,hybrid_w2_k4_d4_c1,hybrid,4,0.1,2,4,1,dynamic_overlap_100d_4pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.3,63.2,6.0,102.3,4018760,0.5,18760,0,5290,18760,17619,21,20,0,1164,770,770,6717,21.4,22.4,17634,15663,88.8
overlap_4pct,vanilla_ec,baseline,,,,,,dynamic_overlap_100d_4pct_hdd,100,43,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.6,17.6,55.5,0.0,18.0,560.2,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,63.5,64.5,-1,-1,-1.0
overlap_4pct,late_binding,baseline,,,,,,dynamic_overlap_100d_4pct_hdd,100,43,1000000,5000,1.0,20,50000,late_binding,15.0,10.8,14.4,23.8,57.2,10.2,213.0,5000000,25.0,1000000,150000,10134,1000000,798423,0,-1,-1,-1,-1,128,17301,26.4,27.0,-1,-1,-1.0
overlap_4pct,timeout_degraded_read,baseline,,,,,,dynamic_overlap_100d_4pct_hdd,100,43,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.6,17.5,27.5,50.4,17.1,217.6,4181506,4.5,181506,24335,8784,181506,22985,0,-1,-1,-1,128,128,10646,28.2,28.9,-1,-1,-1.0
overlap_4pct,t28_default,default,12,0.05,0,0,0,dynamic_overlap_100d_4pct_hdd,100,43,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,21.4,61.5,7.2,138.3,4018444,0.5,18444,0,6868,18444,17266,6,6,0,1220,770,770,8561,22.9,25.5,17455,15322,87.8
overlap_4pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_overlap_100d_4pct_hdd,100,43,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.3,24.7,55.4,10.5,175.0,4023529,0.6,23529,0,9275,23529,22332,0,0,0,1230,770,770,11258,24.2,27.4,22321,20238,90.7
overlap_4pct,threshold_d2_a005,threshold_alpha,2,0.05,0,0,0,dynamic_overlap_100d_4pct_hdd,100,43,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.0,20.1,63.8,4.6,85.3,4012634,0.3,12634,0,4451,12634,11691,42,42,0,1164,770,770,6004,21.0,21.5,12268,10024,81.7
overlap_4pct,threshold_d4_a005,threshold_alpha,4,0.05,0,0,0,dynamic_overlap_100d_4pct_hdd,100,43,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.4,63.2,5.5,106.3,4014659,0.4,14659,0,5366,14659,13605,21,21,0,1196,770,770,6919,22.0,22.4,13982,11817,84.5
overlap_4pct,threshold_d6_a005,threshold_alpha,6,0.05,0,0,0,dynamic_overlap_100d_4pct_hdd,100,43,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.7,62.7,6.1,118.4,4016121,0.4,16121,0,5930,16121,15017,14,14,0,1208,770,770,7541,22.4,23.3,15290,13147,86.0
overlap_4pct,threshold_d8_a005,threshold_alpha,8,0.05,0,0,0,dynamic_overlap_100d_4pct_hdd,100,43,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.9,62.4,6.5,123.2,4016816,0.4,16816,0,6085,16816,15709,12,12,0,1211,770,770,7695,22.9,23.8,15950,13798,86.5
overlap_4pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_overlap_100d_4pct_hdd,100,43,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.0,20.0,63.9,4.5,81.6,4011913,0.3,11913,0,4390,11913,10976,44,43,0,1155,770,770,5840,21.0,21.4,11610,9365,80.7
overlap_4pct,threshold_d4_a010,threshold_alpha,4,0.1,0,0,0,dynamic_overlap_100d_4pct_hdd,100,43,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.4,63.2,5.4,105.5,4014153,0.4,14153,0,5344,14153,13101,22,22,0,1193,770,770,6897,22.1,22.4,13538,11353,83.9
overlap_4pct,threshold_d6_a010,threshold_alpha,6,0.1,0,0,0,dynamic_overlap_100d_4pct_hdd,100,43,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.7,62.7,6.0,118.0,4015481,0.4,15481,0,5930,15481,14390,14,14,0,1204,770,770,7541,22.1,23.3,14753,12556,85.1
overlap_4pct,threshold_d8_a010,threshold_alpha,8,0.1,0,0,0,dynamic_overlap_100d_4pct_hdd,100,43,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.8,62.5,6.3,122.4,4016395,0.4,16395,0,6085,16395,15295,12,12,0,1210,770,770,7694,22.4,23.8,15561,13414,86.2
overlap_4pct,evidence_w2_d4,window_evidence,4,0.1,2,0,0,dynamic_overlap_100d_4pct_hdd,100,43,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.4,63.2,5.5,105.6,4016243,0.4,16243,0,5344,16243,15148,22,21,0,1194,770,770,6897,22.0,22.4,15494,13272,85.7
overlap_4pct,evidence_w2_d6,window_evidence,6,0.1,2,0,0,dynamic_overlap_100d_4pct_hdd,100,43,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.7,62.7,6.1,118.4,4017392,0.4,17392,0,5930,17392,16263,14,13,0,1206,770,770,7541,22.4,23.3,16502,14326,86.8
overlap_4pct,evidence_w3_d4,window_evidence,4,0.1,3,0,0,dynamic_overlap_100d_4pct_hdd,100,43,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.4,63.3,5.4,105.3,4018584,0.5,18584,0,5344,18584,17429,22,21,0,1195,770,770,6897,22.0,22.4,17558,15409,87.8
overlap_4pct,evidence_w3_d6,window_evidence,6,0.1,3,0,0,dynamic_overlap_100d_4pct_hdd,100,43,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.7,62.7,6.0,118.3,4019389,0.5,19389,0,5930,19389,18200,14,13,0,1206,770,770,7540,22.4,23.3,18282,16134,88.3
overlap_4pct,topk_k2_d4,topk_budgeted,4,0.1,0,2,0,dynamic_overlap_100d_4pct_hdd,100,43,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.6,62.9,5.8,111.1,4016977,0.4,16977,0,5344,16977,15893,22,20,1,1197,770,770,6898,22.0,23.5,16146,14003,86.7
overlap_4pct,topk_k2_d6,topk_budgeted,6,0.1,0,2,0,dynamic_overlap_100d_4pct_hdd,100,43,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.8,62.6,6.1,120.0,4017633,0.4,17633,0,5930,17633,16508,14,13,0,1207,770,770,7541,22.4,23.5,16727,14563,87.1
overlap_4pct,topk_k4_d4,topk_budgeted,4,0.1,0,4,0,dynamic_overlap_100d_4pct_hdd,100,43,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.5,63.1,5.6,107.2,4016433,0.4,16433,0,5344,16433,15346,22,22,0,1194,770,770,6897,22.0,22.4,15649,13464,86.0
overlap_4pct,topk_k4_d6,topk_budgeted,6,0.1,0,4,0,dynamic_overlap_100d_4pct_hdd,100,43,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.7,62.7,6.0,118.1,4017564,0.4,17564,0,5930,17564,16431,14,13,0,1206,770,770,7541,22.0,23.3,16627,14458,87.0
overlap_4pct,hybrid_w2_k2_d4_c1,hybrid,4,0.1,2,2,1,dynamic_overlap_100d_4pct_hdd,100,43,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.6,62.9,5.8,111.4,4018982,0.5,18982,0,5344,18982,17833,22,16,1,1201,770,770,6898,22.4,23.3,17972,15788,87.8
overlap_4pct,hybrid_w2_k4_d4_c1,hybrid,4,0.1,2,4,1,dynamic_overlap_100d_4pct_hdd,100,43,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.5,63.1,5.6,108.1,4018665,0.5,18665,0,5344,18665,17519,22,22,0,1195,770,770,6897,22.1,22.9,17630,15487,87.8
overlap_4pct,vanilla_ec,baseline,,,,,,dynamic_overlap_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.6,17.6,55.0,0.0,18.4,559.5,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,63.2,65.2,-1,-1,-1.0
overlap_4pct,late_binding,baseline,,,,,,dynamic_overlap_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,late_binding,15.0,10.8,14.4,23.8,56.8,9.9,212.6,5000000,25.0,1000000,150000,10211,1000000,798472,0,-1,-1,-1,-1,56,17397,26.6,27.6,-1,-1,-1.0
overlap_4pct,timeout_degraded_read,baseline,,,,,,dynamic_overlap_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.6,17.5,27.5,50.0,17.6,216.9,4181302,4.5,181302,24274,8689,181302,22910,0,-1,-1,-1,56,155,10528,28.3,29.1,-1,-1,-1.0
overlap_4pct,t28_default,default,12,0.05,0,0,0,dynamic_overlap_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.2,21.3,61.3,7.5,137.7,4018540,0.5,18540,0,6874,18540,17369,6,5,0,1211,971,971,8514,23.0,24.8,17456,15425,88.4
overlap_4pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_overlap_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.3,24.6,55.3,10.8,175.4,4023700,0.6,23700,0,9362,23700,22489,0,0,0,1221,971,971,11298,24.6,27.8,22334,20325,91.0
overlap_4pct,threshold_d2_a005,threshold_alpha,2,0.05,0,0,0,dynamic_overlap_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.0,20.0,63.6,4.9,76.2,4012520,0.3,12520,0,4423,12520,11544,43,43,0,1152,971,971,5814,20.8,21.6,12128,9962,82.1
overlap_4pct,threshold_d4_a005,threshold_alpha,4,0.05,0,0,0,dynamic_overlap_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.3,63.0,5.7,101.1,4014601,0.4,14601,0,5349,14601,13551,22,22,0,1185,971,971,6845,21.7,22.7,13898,11807,85.0
overlap_4pct,threshold_d6_a005,threshold_alpha,6,0.05,0,0,0,dynamic_overlap_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.6,62.6,6.3,117.1,4016082,0.4,16082,0,5920,16082,14966,14,14,0,1199,971,971,7478,22.4,23.3,15198,13137,86.4
overlap_4pct,threshold_d8_a005,threshold_alpha,8,0.05,0,0,0,dynamic_overlap_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.8,62.2,6.7,122.3,4016873,0.4,16873,0,6060,16873,15758,12,12,0,1203,971,971,7618,22.6,24.1,15976,13911,87.1
overlap_4pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_overlap_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.0,20.0,63.7,4.8,74.2,4011895,0.3,11895,0,4401,11895,10933,44,41,0,1145,971,971,5793,20.7,21.3,11560,9385,81.2
overlap_4pct,threshold_d4_a010,threshold_alpha,4,0.1,0,0,0,dynamic_overlap_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.3,63.1,5.7,99.7,4014222,0.4,14222,0,5349,14222,13166,22,22,0,1183,971,971,6845,21.7,22.3,13553,11433,84.4
overlap_4pct,threshold_d6_a010,threshold_alpha,6,0.1,0,0,0,dynamic_overlap_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.6,62.6,6.3,117.0,4015556,0.4,15556,0,5920,15556,14450,14,14,0,1196,971,971,7478,22.4,23.3,14737,12649,85.8
overlap_4pct,threshold_d8_a010,threshold_alpha,8,0.1,0,0,0,dynamic_overlap_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.7,62.4,6.5,120.8,4016262,0.4,16262,0,6060,16262,15153,12,12,0,1201,971,971,7618,22.4,24.1,15383,13316,86.6
overlap_4pct,evidence_w2_d4,window_evidence,4,0.1,2,0,0,dynamic_overlap_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.3,63.1,5.7,99.8,4016380,0.4,16380,0,5349,16380,15280,22,21,0,1184,971,971,6841,21.7,22.3,15494,13404,86.5
overlap_4pct,evidence_w2_d6,window_evidence,6,0.1,2,0,0,dynamic_overlap_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.6,62.6,6.3,117.1,4017280,0.4,17280,0,5920,17280,16134,14,14,0,1196,971,971,7478,22.4,23.3,16325,14229,87.2
overlap_4pct,evidence_w3_d4,window_evidence,4,0.1,3,0,0,dynamic_overlap_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.3,63.1,5.6,99.5,4018164,0.5,18164,0,5349,18164,17031,22,19,0,1185,971,971,6842,21.7,22.3,17077,15020,88.0
overlap_4pct,evidence_w3_d6,window_evidence,6,0.1,3,0,0,dynamic_overlap_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.6,62.6,6.2,116.9,4018916,0.5,18916,0,5920,18916,17747,14,13,0,1197,971,971,7478,22.3,23.3,17739,15692,88.5
overlap_4pct,topk_k2_d4,topk_budgeted,4,0.1,0,2,0,dynamic_overlap_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.4,62.9,5.9,103.4,4016920,0.4,16920,0,5349,16920,15816,22,20,0,1186,971,971,6845,22.0,23.3,16019,13930,87.0
overlap_4pct,topk_k2_d6,topk_budgeted,6,0.1,0,2,0,dynamic_overlap_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.6,62.5,6.4,118.5,4017459,0.4,17459,0,5920,17459,16316,14,14,0,1196,971,971,7478,22.4,24.1,16489,14403,87.3
overlap_4pct,topk_k4_d4,topk_budgeted,4,0.1,0,4,0,dynamic_overlap_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.4,63.0,5.8,101.4,4016242,0.4,16242,0,5349,16242,15153,22,22,0,1183,971,971,6845,21.7,23.3,15406,13302,86.3
overlap_4pct,topk_k4_d6,topk_budgeted,6,0.1,0,4,0,dynamic_overlap_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.6,62.5,6.3,117.7,4017459,0.4,17459,0,5920,17459,16312,14,14,0,1196,971,971,7478,22.4,23.3,16482,14396,87.3
overlap_4pct,hybrid_w2_k2_d4_c1,hybrid,4,0.1,2,2,1,dynamic_overlap_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.4,62.9,5.9,104.1,4018770,0.5,18770,0,5349,18770,17638,22,17,1,1191,971,971,6847,22.3,22.7,17716,15628,88.2
overlap_4pct,hybrid_w2_k4_d4_c1,hybrid,4,0.1,2,4,1,dynamic_overlap_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.3,63.0,5.8,101.0,4018409,0.5,18409,0,5349,18409,17275,22,21,0,1185,971,971,6845,21.7,22.3,17359,15260,87.9
stress_20pct,vanilla_ec,baseline,,,,,,dynamic_stress_100d_20pct_hdd,100,42,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.7,23.7,78.9,0.0,398.4,615.6,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,39.9,99.4,-1,-1,-1.0
stress_20pct,late_binding,baseline,,,,,,dynamic_stress_100d_20pct_hdd,100,42,1000000,5000,1.0,20,50000,late_binding,15.0,10.9,19.4,64.3,18.5,334.5,469.8,5000000,25.0,1000000,150000,20872,1000000,796275,0,-1,-1,-1,-1,3,65463,32.6,75.9,-1,-1,-1.0
stress_20pct,timeout_degraded_read,baseline,,,,,,dynamic_stress_100d_20pct_hdd,100,42,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.7,22.8,67.1,14.9,332.8,472.0,4216869,5.4,216869,24130,17251,216869,33402,0,-1,-1,-1,3,3,25939,36.2,79.1,-1,-1,-1.0
stress_20pct,t28_default,default,12,0.05,0,0,0,dynamic_stress_100d_20pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.7,19.7,63.0,20.1,279.1,451.1,4044050,1.1,44050,0,10338,44050,35650,21,21,0,5888,348,348,14332,35.9,75.6,37673,27199,72.2
stress_20pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_stress_100d_20pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.7,21.3,65.9,16.5,314.1,461.3,4052296,1.3,52296,0,12927,52296,43007,0,0,0,5922,348,348,16916,36.1,77.3,42890,32394,75.5
stress_20pct,threshold_d2_a005,threshold_alpha,2,0.05,0,0,0,dynamic_stress_100d_20pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.6,18.3,57.3,27.3,94.9,432.5,4029941,0.7,29941,0,7542,29941,23811,124,120,0,5686,348,348,10593,35.0,73.2,27582,17230,62.5
stress_20pct,threshold_d4_a005,threshold_alpha,4,0.05,0,0,0,dynamic_stress_100d_20pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.6,18.7,60.2,23.7,217.7,440.4,4034592,0.9,34592,0,8440,34592,27765,67,67,0,5792,348,348,11753,35.5,74.3,30924,20534,66.4
stress_20pct,threshold_d6_a005,threshold_alpha,6,0.05,0,0,0,dynamic_stress_100d_20pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.6,18.8,61.2,22.4,242.9,443.8,4036523,0.9,36523,0,9035,36523,29530,44,43,0,5838,348,348,12530,35.6,74.8,32343,21958,67.9
stress_20pct,threshold_d8_a005,threshold_alpha,8,0.05,0,0,0,dynamic_stress_100d_20pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.7,19.2,62.0,21.4,260.4,446.4,4040072,1.0,40072,0,9423,40072,32012,32,32,0,5856,348,348,13061,35.8,75.2,34662,24158,69.7
stress_20pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_stress_100d_20pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.6,18.2,56.0,29.0,53.6,429.5,4027611,0.7,27611,0,7180,27611,22006,142,139,0,5631,348,348,10160,34.9,72.8,26039,15647,60.1
stress_20pct,threshold_d4_a010,threshold_alpha,4,0.1,0,0,0,dynamic_stress_100d_20pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.6,18.5,59.3,24.9,193.0,438.1,4032554,0.8,32554,0,8163,32554,26204,77,76,0,5768,348,348,11482,35.4,74.0,29616,19208,64.9
stress_20pct,threshold_d6_a010,threshold_alpha,6,0.1,0,0,0,dynamic_stress_100d_20pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.6,18.8,60.7,23.1,233.0,442.3,4035574,0.9,35574,0,8986,35574,28715,49,48,0,5822,348,348,12737,35.6,74.7,31629,21203,67.0
stress_20pct,threshold_d8_a010,threshold_alpha,8,0.1,0,0,0,dynamic_stress_100d_20pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.6,18.9,61.5,22.1,248.7,444.7,4037589,0.9,37589,0,9247,37589,30386,36,36,0,5851,348,348,12786,35.7,75.0,33116,22651,68.4
stress_20pct,evidence_w2_d4,window_evidence,4,0.1,2,0,0,dynamic_stress_100d_20pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.6,18.7,59.3,24.9,196.9,438.7,4034757,0.9,34757,0,8222,34757,27935,77,76,0,5768,348,348,11540,35.4,74.0,31258,20900,66.9
stress_20pct,evidence_w2_d6,window_evidence,6,0.1,2,0,0,dynamic_stress_100d_20pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.6,18.9,60.7,23.1,237.3,442.7,4037672,0.9,37672,0,9129,37672,30375,49,47,0,5825,348,348,12871,35.6,74.7,33223,22805,68.6
stress_20pct,evidence_w3_d4,window_evidence,4,0.1,3,0,0,dynamic_stress_100d_20pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.6,18.9,59.3,24.9,200.3,439.6,4037735,0.9,37735,0,8173,37735,30635,80,62,0,5792,348,348,11490,35.4,73.9,34064,23578,69.2
stress_20pct,evidence_w3_d6,window_evidence,6,0.1,3,0,0,dynamic_stress_100d_20pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.7,19.1,60.8,22.9,243.0,444.1,4039300,1.0,39300,0,9129,39300,31859,48,36,0,5842,348,348,12860,35.6,74.7,34734,24278,69.9
