theta_s,feasible_count,best_candidate_id,post_warmup_gap_ms,severe_gap_ms,bw_ratio_median,bw_ratio_max,coverage_pct,pre_slowdown_parity_reads,recovery_parity_reads,migration_triggers
0.01,24,expanded|A=15|B=10|S=0.01|D=12,-10.35,-12.35,0.49,0.505,97.1,51.5,5297.5,6
0.02,24,expanded|A=15|B=10|S=0.02|D=12,-10.3,-12.35,0.469,0.486,97.1,47.5,5297.5,6
0.03,31,primary|A=15|B=10|S=0.03|D=12,-10.3,-12.35,0.457,0.467,97,45,5297.5,6
0.05,31,primary|A=15|B=10|S=0.05|D=16,-10.2,-12.3,0.458,0.476,96,41,5306,6
0.07,32,primary|A=15|B=10|S=0.07|D=12,-9.9,-11.95,0.419,0.434,94.3,39.5,5217.5,6
0.1,36,primary|A=10|B=15|S=0.1|D=8,-6.65,-3.25,0.559,0.571,91.5,1412.5,4065,10
0.15,11,primary|A=10|B=15|S=0.15|D=8,1.55,28.9,0.5,0.514,84.95,1224.5,3518.5,10
0.2,11,primary|A=10|B=15|S=0.2|D=8,3.15,35.9,0.462,0.476,79.5,1113.5,3136,10
