candidate_id,row_type,grid_name,a_abs,b_abs,theta_s,theta_d,seeds,num_runs,feasible,post_warmup_windowed_p99_ms_median,post_warmup_windowed_p99_ms_min,post_warmup_windowed_p99_ms_max,post_warmup_windowed_p99_ms_sum,severe_window_p99_ms_median,severe_window_p99_ms_min,severe_window_p99_ms_max,severe_window_p99_ms_sum,post_warmup_p99_gap_to_tdr_ms_median,post_warmup_p99_gap_to_tdr_ms_min,post_warmup_p99_gap_to_tdr_ms_max,post_warmup_p99_gap_to_tdr_ms_sum,post_warmup_p99_gap_to_tdr_pct_median,post_warmup_p99_gap_to_tdr_pct_min,post_warmup_p99_gap_to_tdr_pct_max,post_warmup_p99_gap_to_tdr_pct_sum,severe_window_p99_gap_to_tdr_ms_median,severe_window_p99_gap_to_tdr_ms_min,severe_window_p99_gap_to_tdr_ms_max,severe_window_p99_gap_to_tdr_ms_sum,bandwidth_overhead_pct_median,bandwidth_overhead_pct_min,bandwidth_overhead_pct_max,bandwidth_overhead_pct_sum,bandwidth_vs_tdr_ratio_median,bandwidth_vs_tdr_ratio_min,bandwidth_vs_tdr_ratio_max,bandwidth_vs_tdr_ratio_sum,read_bypass_eligible_events_median,read_bypass_eligible_events_min,read_bypass_eligible_events_max,read_bypass_eligible_events_sum,read_bypass_triggered_events_median,read_bypass_triggered_events_min,read_bypass_triggered_events_max,read_bypass_triggered_events_sum,read_bypass_coverage_pct_median,read_bypass_coverage_pct_min,read_bypass_coverage_pct_max,read_bypass_coverage_pct_sum,migration_triggers_median,migration_triggers_min,migration_triggers_max,migration_triggers_sum,migration_true_positives_median,migration_true_positives_min,migration_true_positives_max,migration_true_positives_sum,migration_false_positives_median,migration_false_positives_min,migration_false_positives_max,migration_false_positives_sum,migration_false_negatives_median,migration_false_negatives_min,migration_false_negatives_max,migration_false_negatives_sum,migration_precision_pct_median,migration_precision_pct_min,migration_precision_pct_max,migration_precision_pct_sum,migration_recall_pct_median,migration_recall_pct_min,migration_recall_pct_max,migration_recall_pct_sum,migration_fp_rate_pct_median,migration_fp_rate_pct_min,migration_fp_rate_pct_max,migration_fp_rate_pct_sum,pre_slowdown_parity_reads_median,pre_slowdown_parity_reads_min,pre_slowdown_parity_reads_max,pre_slowdown_parity_reads_sum,recovery_parity_reads_median,recovery_parity_reads_min,recovery_parity_reads_max,recovery_parity_reads_sum,post_warmup_gap_reduction_vs_t26_pct_median,post_warmup_gap_reduction_vs_t26_pct_min,post_warmup_gap_reduction_vs_t26_pct_max,post_warmup_gap_reduction_vs_t26_pct_sum
expanded|A=15|B=10|S=0.01|D=16,candidate,expanded,15,10,0.01,16,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,18.9,18.8,19,189,18.8,18.7,18.8,187.8,-10.3,-10.5,-10.1,-103,-35.274,-35.836,-34.708,-352.733,-12.35,-12.5,-12.2,-123.6,5.3,5.2,5.7,53.6,0.505,0.491,0.543,5.09,15403.5,14979,15905,155026,14961.5,14608,15523,150789,97.3,97,97.6,972.7,6,6,6,60,6,6,6,60,0,0,0,0,701.5,692,714,7025,100,100,100,1000,0.848,0.833,0.86,8.469,0,0,0,0,51.5,0,316,809,5313.5,5200,5459,53071,217.045,214.773,219.318,2170.455
expanded|A=15|B=15|S=0.01|D=24,candidate,expanded,15,15,0.01,24,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,18.9,18.8,19.1,189.2,18.8,18.7,18.8,187.9,-10.3,-10.4,-10,-102.8,-35.274,-35.616,-34.364,-352.047,-12.35,-12.5,-12.2,-123.5,5.4,5.3,5.6,54.1,0.514,0.505,0.528,5.138,17381,17242,18083,174941,16956,16870,17610,170717,97.55,97.4,97.8,975.7,4,4,4,40,4,4,4,40,0,0,0,0,706,697,717,7065,100,100,100,1000,0.563,0.555,0.571,5.63,0,0,0,0,33.5,0,63,332,5930.5,5831,6043,59408,217.045,213.636,218.182,2168.182
primary|A=15|B=10|S=0.03|D=24,candidate,primary,15,10,0.03,24,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,18.9,18.8,19.1,189.4,18.8,18.8,18.9,188.1,-10.3,-10.5,-10,-102.6,-35.274,-35.836,-34.364,-351.363,-12.35,-12.5,-12.2,-123.3,5.45,5.4,5.5,54.5,0.517,0.509,0.524,5.176,17001.5,16843,17158,170298,16549.5,16455,16727,165837,97.35,97.1,97.7,973.7,4,4,4,40,4,4,4,40,0,0,0,0,706,697,717,7065,100,100,100,1000,0.563,0.555,0.571,5.63,0,0,0,0,45,0,306,722,6023.5,5870,6089,60207,217.045,213.636,219.318,2165.909
expanded|A=15|B=10|S=0.03|D=24,candidate,expanded,15,10,0.03,24,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,18.9,18.8,19.1,189.4,18.8,18.8,18.9,188.1,-10.3,-10.5,-10,-102.6,-35.274,-35.836,-34.364,-351.363,-12.35,-12.5,-12.2,-123.3,5.45,5.4,5.5,54.5,0.517,0.509,0.524,5.176,17001.5,16843,17158,170298,16549.5,16455,16727,165837,97.35,97.1,97.7,973.7,4,4,4,40,4,4,4,40,0,0,0,0,706,697,717,7065,100,100,100,1000,0.563,0.555,0.571,5.63,0,0,0,0,45,0,306,722,6023.5,5870,6089,60207,217.045,213.636,219.318,2165.909
expanded|A=15|B=10|S=0.03|D=32,candidate,expanded,15,10,0.03,32,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,18.9,18.8,19,189.3,18.8,18.7,18.9,188.1,-10.3,-10.5,-10.1,-102.7,-35.214,-35.836,-34.708,-351.705,-12.35,-12.4,-12.2,-123.3,5.6,5.4,5.8,56,0.531,0.514,0.547,5.318,17632,17087,18066,176402,17179.5,16649,17615,171944,97.4,97.2,97.8,974.5,4,4,4,40,4,4,4,40,0,0,0,0,706,697,718,7066,100,100,100,1000,0.563,0.554,0.571,5.63,0,0,0,0,45,0,306,722,6023,5870,6089,60205,217.045,214.773,219.318,2167.045
expanded|A=15|B=15|S=0.02|D=32,candidate,expanded,15,15,0.02,32,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,18.9,18.8,19.1,189.3,18.8,18.7,18.9,188.1,-10.3,-10.5,-10,-102.7,-35.274,-35.836,-34.364,-351.704,-12.35,-12.5,-12.2,-123.3,5.6,5.5,5.8,56.6,0.533,0.524,0.552,5.375,18773.5,18512,19213,188202,18356,18130,18731,183856,97.65,97.5,97.9,976.9,4,4,4,40,4,4,4,40,0,0,0,0,708.5,700,719,7089,100,100,100,1000,0.561,0.553,0.568,5.611,0,0,0,0,28.5,0,57,289,5950,5825,6202,59854,217.045,213.636,219.318,2167.045
expanded|A=15|B=10|S=0.02|D=24,candidate,expanded,15,10,0.02,24,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,18.9,18.8,19.1,189.2,18.8,18.8,18.9,188.1,-10.3,-10.5,-10,-102.8,-35.274,-35.836,-34.364,-352.047,-12.35,-12.5,-12.2,-123.3,5.6,5.5,5.7,56.1,0.533,0.524,0.543,5.328,17001.5,16843,17158,170300,16569.5,16471,16746,166057,97.5,97.2,97.8,975.1,4,4,4,40,4,4,4,40,0,0,0,0,706,697,717,7065,100,100,100,1000,0.563,0.555,0.571,5.63,0,0,0,0,47.5,0,310,767,6023.5,5873,6089,60216,217.045,213.636,219.318,2168.182
expanded|A=15|B=20|S=0.01|D=32,candidate,expanded,15,20,0.01,32,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,18.9,18.8,19.1,189.2,18.8,18.8,18.8,188,-10.3,-10.5,-10,-102.8,-35.274,-35.836,-34.364,-352.046,-12.35,-12.5,-12.2,-123.4,5.7,5.6,6,57.5,0.543,0.533,0.566,5.46,19088.5,18823,20004,192315,18680.5,18408,19546,188040,97.7,97.5,98.1,977.8,4,4,4,40,4,4,4,40,0,0,0,0,708,699,719,7087,100,100,100,1000,0.562,0.553,0.569,5.613,0,0,0,0,33.5,0,58,326,5800.5,5759,5880,58093,217.045,213.636,219.318,2168.182
expanded|A=15|B=10|S=0.02|D=32,candidate,expanded,15,10,0.02,32,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,18.9,18.8,19,188.8,18.8,18.7,18.8,187.9,-10.3,-10.5,-10.1,-103.2,-35.335,-35.836,-34.708,-353.417,-12.35,-12.5,-12.2,-123.5,5.8,5.6,5.9,57.8,0.547,0.533,0.562,5.489,17631,17087,18066,176400,17196.5,16676,17630,172160,97.6,97.4,97.9,976,4,4,4,40,4,4,4,40,0,0,0,0,706,697,718,7066,100,100,100,1000,0.563,0.554,0.571,5.63,0,0,0,0,47.5,0,310,767,6023.5,5873,6089,60221,217.045,214.773,219.318,2172.727
expanded|A=15|B=10|S=0.01|D=24,candidate,expanded,15,10,0.01,24,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,18.9,18.8,19.1,188.9,18.8,18.8,18.9,188.1,-10.3,-10.5,-10,-103.1,-35.274,-35.836,-34.364,-353.074,-12.35,-12.5,-12.2,-123.3,5.8,5.7,5.9,57.9,0.547,0.538,0.562,5.499,17001.5,16843,17158,170298,16571.5,16472,16746,166076,97.5,97.2,97.8,975.3,4,4,4,40,4,4,4,40,0,0,0,0,706,697,717,7065,100,100,100,1000,0.563,0.555,0.571,5.63,0,0,0,0,51.5,0,316,809,6023.5,5873,6089,60221,217.045,213.636,219.318,2171.591
expanded|A=15|B=15|S=0.01|D=32,candidate,expanded,15,15,0.01,32,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,18.9,18.8,19.1,189.2,18.8,18.7,18.9,188.1,-10.3,-10.5,-10,-102.8,-35.274,-35.836,-34.364,-352.047,-12.35,-12.5,-12.2,-123.3,5.8,5.7,5.9,57.9,0.55,0.543,0.562,5.498,18773.5,18512,19213,188203,18366,18140,18739,183973,97.7,97.5,98,977.5,4,4,4,40,4,4,4,40,0,0,0,0,708.5,700,719,7089,100,100,100,1000,0.561,0.553,0.568,5.611,0,0,0,0,33.5,0,63,332,6018,5866,6229,60278,217.045,213.636,219.318,2168.182
expanded|A=15|B=10|S=0.01|D=32,candidate,expanded,15,10,0.01,32,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,18.85,18.8,19,188.7,18.8,18.7,18.8,187.8,-10.3,-10.5,-10.1,-103.3,-35.335,-35.836,-34.708,-353.758,-12.35,-12.5,-12.2,-123.6,5.95,5.7,6.2,59.5,0.564,0.543,0.585,5.65,17631,17087,18066,176400,17199.5,16677,17633,172178,97.6,97.4,97.9,976.1,4,4,4,40,4,4,4,40,0,0,0,0,706,697,718,7066,100,100,100,1000,0.563,0.554,0.571,5.63,0,0,0,0,51.5,0,316,809,6023.5,5873,6089,60221,217.045,214.773,219.318,2173.864
expanded|A=15|B=15|S=0.02|D=12,candidate,expanded,15,15,0.02,12,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,19,18.9,19.1,189.7,18.8,18.8,18.9,188.3,-10.3,-10.4,-10,-102.3,-35.154,-35.495,-34.364,-350.336,-12.3,-12.5,-12.2,-123.1,4.65,4.6,4.8,46.6,0.441,0.438,0.453,4.425,15344.5,15049,15902,153355,14895.5,14626,15418,148992,97.1,97,97.5,971.6,6,6,7,61,6,6,7,61,0,0,0,0,701.5,692,712,7017,100,100,100,1000,0.85,0.836,0.975,8.617,0,0,0,0,28.5,0,57,289,5204,5132,5272,52086,217.045,213.636,218.182,2162.5
expanded|A=15|B=20|S=0.01|D=12,candidate,expanded,15,20,0.01,12,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,18.95,18.9,19.1,189.6,18.8,18.7,18.9,188.2,-10.3,-10.4,-10,-102.4,-35.214,-35.495,-34.364,-350.677,-12.3,-12.5,-12.2,-123.2,4.8,4.8,4.9,48.3,0.457,0.453,0.467,4.587,15916,15707,16157,159195,15461.5,15331,15700,154895,97.25,97,97.6,973.1,6,6,6,60,6,6,6,60,0,0,0,0,703.5,694,714,7036,100,100,100,1000,0.846,0.833,0.857,8.456,0,0,0,0,33.5,0,58,326,5125.5,5042,5199,51103,217.045,213.636,218.182,2163.636
expanded|A=15|B=15|S=0.02|D=16,candidate,expanded,15,15,0.02,16,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,19,18.9,19.1,189.7,18.8,18.8,18.9,188.3,-10.3,-10.4,-10,-102.3,-35.154,-35.495,-34.364,-350.336,-12.3,-12.5,-12.2,-123.1,4.8,4.8,4.9,48.4,0.457,0.453,0.467,4.596,15865.5,15675,16147,158951,15405,15291,15697,154585,97.2,97,97.6,972.6,6,6,6,60,6,6,6,60,0,0,0,0,703,694,714,7038,100,100,100,1000,0.846,0.833,0.857,8.454,0,0,0,0,28.5,0,57,289,5235.5,5125,5390,52420,217.045,213.636,218.182,2162.5
expanded|A=15|B=15|S=0.01|D=16,candidate,expanded,15,15,0.01,16,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,18.95,18.8,19,189.2,18.8,18.7,18.9,188.2,-10.3,-10.5,-10.1,-102.8,-35.214,-35.836,-34.708,-352.048,-12.3,-12.5,-12.2,-123.2,4.95,4.9,5.1,49.6,0.469,0.467,0.481,4.71,15866,15675,16147,158951,15421,15300,15709,154701,97.3,97,97.6,973.3,6,6,6,60,6,6,6,60,0,0,0,0,703,694,714,7038,100,100,100,1000,0.846,0.833,0.857,8.454,0,0,0,0,33.5,0,63,332,5261.5,5145,5510,52820,217.045,214.773,219.318,2168.182
expanded|A=15|B=15|S=0.02|D=24,candidate,expanded,15,15,0.02,24,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,18.9,18.9,19.1,189.6,18.8,18.7,18.9,188.1,-10.3,-10.4,-10,-102.4,-35.274,-35.495,-34.364,-350.676,-12.3,-12.5,-12.2,-123.3,5.25,5.2,5.4,52.6,0.498,0.495,0.509,4.995,17381,17242,18083,174940,16945,16861,17602,170596,97.5,97.3,97.8,975.1,4,4,4,40,4,4,4,40,0,0,0,0,706,697,717,7065,100,100,100,1000,0.563,0.555,0.571,5.63,0,0,0,0,28.5,0,57,289,5907.5,5801,6028,59116,217.045,213.636,218.182,2163.636
expanded|A=20|B=20|S=0.01|D=16,candidate,expanded,20,20,0.01,16,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,18.9,18.9,19.2,189.7,18.8,18.8,18.9,188.1,-10.25,-10.4,-10,-102.3,-35.163,-35.495,-34.364,-350.338,-12.35,-12.5,-12.2,-123.3,4.8,4.7,5.1,48.5,0.457,0.448,0.486,4.606,16374,16125,17211,165097,15658,15416,16496,157694,95.5,95,96,955.1,6,6,6,60,6,6,6,60,0,0,0,0,704,695,714,7039,100,100,100,1000,0.845,0.833,0.856,8.453,0,0,0,0,0,0,0,0,5114.5,5005,5137,50845,216.477,213.636,218.182,2162.5
primary|A=15|B=15|S=0.03|D=8,candidate,primary,15,15,0.03,8,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,18.95,18.9,19.2,189.9,18.8,18.8,18.9,188.4,-10.25,-10.4,-10,-102.1,-35.103,-35.495,-34.364,-349.651,-12.3,-12.4,-12.2,-123,4.15,4.1,4.2,41.5,0.393,0.387,0.4,3.941,13984.5,13805,14112,139764,13496.5,13323,13682,134926,96.5,96.2,97,965.3,10,10,10,100,10,9,10,98,0,0,0,0,695.5,687,707,6961,100,100,100,1000,1.405,1.277,1.435,13.882,0,0,0,0,26,0,53,266,4501.5,4424,4639,45053,216.477,213.636,218.182,2160.227
expanded|A=20|B=20|S=0.02|D=16,candidate,expanded,20,20,0.02,16,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,18.95,18.9,19.2,189.9,18.8,18.8,18.9,188.1,-10.2,-10.4,-10,-102.1,-34.992,-35.495,-34.364,-349.652,-12.35,-12.5,-12.2,-123.3,4.7,4.6,4.9,47.1,0.443,0.438,0.467,4.473,16374,16125,17211,165094,15614,15375,16451,157276,95.25,94.7,95.7,952.6,6,6,6,60,6,6,6,60,0,0,0,0,704,695,714,7039,100,100,100,1000,0.845,0.833,0.856,8.453,0,0,0,0,0,0,0,0,5031,4937,5075,50173,215.909,213.636,218.182,2160.227
expanded|A=15|B=20|S=0.02|D=16,candidate,expanded,15,20,0.02,16,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,19,18.9,19.1,189.9,18.8,18.8,18.9,188.1,-10.2,-10.4,-10,-102.1,-34.992,-35.495,-34.364,-349.652,-12.35,-12.5,-12.2,-123.3,4.8,4.7,5,48.3,0.457,0.448,0.476,4.587,16357.5,15968,17211,164256,15869.5,15542,16725,159510,97.15,96.8,97.4,971.1,6,6,6,60,6,6,6,60,0,0,0,0,703.5,694,714,7036,100,100,100,1000,0.846,0.833,0.857,8.456,0,0,0,0,28.5,0,52,283,5055,4976,5159,50527,215.909,213.636,218.182,2160.227
expanded|A=15|B=20|S=0.03|D=16,candidate,expanded,15,20,0.03,16,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,19,18.9,19.2,190.1,18.85,18.8,18.9,188.5,-10.2,-10.4,-10,-101.9,-34.992,-35.495,-34.364,-348.968,-12.3,-12.4,-12.1,-122.9,4.7,4.6,4.9,47,0.443,0.438,0.467,4.464,16358,15968,17211,164267,15783,15463,16641,158655,96.6,96.2,96.9,965.7,6,6,6,60,6,6,6,60,0,0,0,0,703.5,694,714,7036,100,100,100,1000,0.846,0.833,0.857,8.456,0,0,0,0,26,0,48,260,4989.5,4903,5086,49869,215.909,213.636,218.182,2157.955
expanded|A=15|B=20|S=0.02|D=24,candidate,expanded,15,20,0.02,24,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,18.95,18.9,19.2,189.9,18.8,18.8,18.9,188.4,-10.2,-10.4,-10,-102.1,-34.992,-35.495,-34.364,-349.652,-12.3,-12.4,-12.2,-123,5.5,5.4,5.6,55,0.521,0.514,0.533,5.223,18826,18624,19102,188254,18328.5,18161,18654,183518,97.45,97.3,97.8,974.8,4,4,4,40,4,4,4,40,0,0,0,0,708.5,699,720,7088,100,100,100,1000,0.561,0.552,0.569,5.612,0,0,0,0,28.5,0,52,283,5733.5,5580,5918,57558,215.909,213.636,218.182,2160.227
