scenario,policy,seeds,num_runs,timeout_ms,window_id,window_start_read,window_end_read,slow_disk_a_id,slow_disk_a_state,slow_disk_b_id,slow_disk_b_state,active_slow_disks,p50_ms_median,p50_ms_min,p50_ms_max,p95_ms_median,p95_ms_min,p95_ms_max,p99_ms_median,p99_ms_min,p99_ms_max,issued_shard_reads_median,issued_shard_reads_min,issued_shard_reads_max,bandwidth_overhead_pct_median,bandwidth_overhead_pct_min,bandwidth_overhead_pct_max,parity_reads_median,parity_reads_min,parity_reads_max,proactive_or_degraded_reads_median,proactive_or_degraded_reads_min,proactive_or_degraded_reads_max,decode_count_median,decode_count_min,decode_count_max,migration_triggers_median,migration_triggers_min,migration_triggers_max,migration_true_positives_median,migration_true_positives_min,migration_true_positives_max,migration_false_positives_median,migration_false_positives_min,migration_false_positives_max
dynamic_stress_100d_20pct_hdd,late_binding,42..71,30,15,19,950000,1000000,80,healthy,90,healthy,0,10.7,10.7,10.7,14,14,14,15.4,15.4,15.5,250000,250000,250000,25,25,25,50000,50000,50000,50000,50000,50000,39983,39872,40195,0,0,0,0,0,0,0,0,0
dynamic_stress_100d_20pct_hdd,timeout_degraded_read,42..71,30,15,0,0,50000,80,healthy,90,healthy,0,12.5,12.5,12.5,16.8,16.7,16.8,18.8,18.6,18.8,208095.5,207920,208330,4,4,4.2,8095.5,7920,8330,8095.5,7920,8330,186.5,165,220,0,0,0,0,0,0,0,0,0
dynamic_stress_100d_20pct_hdd,timeout_degraded_read,42..71,30,15,1,50000,100000,80,healthy,90,healthy,0,12.5,12.5,12.5,16.8,16.7,16.9,18.75,18.6,18.8,208093.5,207976,208331,4.05,4,4.2,8093.5,7976,8331,8093.5,7976,8331,187.5,156,214,0,0,0,0,0,0,0,0,0
dynamic_stress_100d_20pct_hdd,timeout_degraded_read,42..71,30,15,2,100000,150000,80,healthy,90,healthy,0,12.5,12.5,12.5,16.8,16.8,16.9,18.7,18.6,18.8,208104.5,207960,208239,4.1,4,4.1,8104.5,7960,8239,8104.5,7960,8239,191,167,215,0,0,0,0,0,0,0,0,0
dynamic_stress_100d_20pct_hdd,timeout_degraded_read,42..71,30,15,3,150000,200000,80,mild_slow,90,healthy,10,12.8,12.7,12.8,27.7,27.4,28,36.05,35.8,36.5,211649.5,211449,211889,5.8,5.7,5.9,11649.5,11449,11889,11649.5,11449,11889,1931,1851,1985,0,0,0,0,0,0,0,0,0
dynamic_stress_100d_20pct_hdd,timeout_degraded_read,42..71,30,15,4,200000,250000,80,mild_slow,90,healthy,10,12.8,12.7,12.8,27.7,27.3,28.2,36.1,35.8,36.4,211669,211516,211831,5.8,5.8,5.9,11669,11516,11831,11669,11516,11831,1922.5,1847,1995,0,0,0,0,0,0,0,0,0
dynamic_stress_100d_20pct_hdd,timeout_degraded_read,42..71,30,15,5,250000,300000,80,mild_slow,90,healthy,10,12.8,12.7,12.8,27.8,27.4,28.1,36.1,35.8,36.4,211672,211475,211831,5.8,5.7,5.9,11672,11475,11831,11672,11475,11831,1927.5,1823,2040,0,0,0,0,0,0,0,0,0
dynamic_stress_100d_20pct_hdd,timeout_degraded_read,42..71,30,15,6,300000,350000,80,severe_slow,90,healthy,10,12.8,12.7,12.8,60.8,60,61.7,79.2,78.5,79.8,211720,211517,211893,5.9,5.8,5.9,11720,11517,11893,11720,11517,11893,3051,2970,3154,0,0,0,0,0,0,0,0,0
dynamic_stress_100d_20pct_hdd,timeout_degraded_read,42..71,30,15,7,350000,400000,80,severe_slow,90,healthy,10,12.8,12.8,12.8,60.8,59.8,61.4,79.25,78.4,79.9,211720.5,211542,211859,5.9,5.8,5.9,11720.5,11542,11859,11720.5,11542,11859,3087,2957,3172,0,0,0,0,0,0,0,0,0
dynamic_stress_100d_20pct_hdd,timeout_degraded_read,42..71,30,15,8,400000,450000,80,severe_slow,90,healthy,10,12.8,12.7,12.8,60.55,60.1,61.2,79.05,78.2,79.8,211686.5,211443,211838,5.8,5.7,5.9,11686.5,11443,11838,11686.5,11443,11838,3079.5,2973,3169,0,0,0,0,0,0,0,0,0
