scenario,seed,num_reads,num_stripes,zipf_s,num_windows,window_size,policy,timeout_ms,p50_ms,p95_ms,p99_ms,p99_improvement_pct,post_onset_p95_auc_ms,post_onset_p99_auc_ms,issued_shard_reads,bandwidth_overhead_pct,parity_reads,pre_slowdown_parity_reads,recovery_parity_reads,proactive_or_degraded_reads,decode_count,migration_triggers,migration_true_positives,migration_false_positives,migration_false_negatives,first_detection_latency_reads,first_mitigation_latency_reads,recovery_regret_reads
dynamic_degradation,63,100000,500,1.0,20,5000,timeout_degraded_read,15.0,14.0,26.5,29.6,67.8,133.0,143.4,442101,10.5,42101,2452,8933,42101,23187,0,0,0,-1,10,10,18345
dynamic_degradation,63,100000,500,1.0,20,5000,health_ec,15.0,12.9,31.7,71.2,22.5,356.2,529.8,400885,0.2,885,4,1,885,867,33,33,0,623,22,22,18
dynamic_degradation,64,100000,500,1.0,20,5000,vanilla_ec,15.0,14.0,65.0,90.7,0.0,502.9,3324.3,400000,0.0,0,0,0,0,0,0,0,0,-1,-1,-1,0
dynamic_degradation,64,100000,500,1.0,20,5000,late_binding,15.0,11.4,16.1,19.3,78.8,38.5,52.3,500000,25.0,100000,15000,10527,100000,81396,0,0,0,-1,-1,2,28760
dynamic_degradation,64,100000,500,1.0,20,5000,timeout_degraded_read,15.0,14.0,26.5,29.5,67.4,131.6,140.1,442138,10.5,42138,2459,8976,42138,23460,0,0,0,-1,2,2,18442
dynamic_degradation,64,100000,500,1.0,20,5000,health_ec,15.0,12.8,32.1,70.7,22.1,354.3,521.4,400825,0.2,825,0,5,825,814,31,31,0,652,21,21,114
dynamic_degradation,65,100000,500,1.0,20,5000,vanilla_ec,15.0,14.0,65.1,92.3,0.0,506.7,3337.7,400000,0.0,0,0,0,0,0,0,0,0,-1,-1,-1,0
dynamic_degradation,65,100000,500,1.0,20,5000,late_binding,15.0,11.4,16.2,19.2,79.2,36.4,49.4,500000,25.0,100000,15000,10370,100000,81635,0,0,0,-1,-1,1,28511
dynamic_degradation,65,100000,500,1.0,20,5000,timeout_degraded_read,15.0,14.0,26.4,29.6,67.9,131.8,141.9,442114,10.5,42114,2455,8985,42114,23449,0,0,0,-1,1,1,18452
dynamic_degradation,65,100000,500,1.0,20,5000,health_ec,15.0,12.8,31.9,71.6,22.4,355.7,530.8,400845,0.2,845,5,2,845,831,31,31,0,632,5,5,68
dynamic_degradation,66,100000,500,1.0,20,5000,vanilla_ec,15.0,14.0,65.6,91.7,0.0,507.3,3338.7,400000,0.0,0,0,0,0,0,0,0,0,-1,-1,-1,0
dynamic_degradation,66,100000,500,1.0,20,5000,late_binding,15.0,11.4,16.2,19.3,79.0,37.9,50.1,500000,25.0,100000,15000,10529,100000,81485,0,0,0,-1,-1,0,29034
