case_id,sensitivity_axis,sensitivity_value,slowdown_scale,scenario,num_disks,seed,num_reads,num_stripes,zipf_s,num_windows,window_size,policy,timeout_ms,p50_ms,p95_ms,p99_ms,p99_improvement_pct,post_onset_p95_auc_ms,post_onset_p99_auc_ms,issued_shard_reads,bandwidth_overhead_pct,parity_reads,pre_slowdown_parity_reads,recovery_parity_reads,proactive_or_degraded_reads,decode_count,migration_triggers,migration_true_positives,migration_false_positives,migration_false_negatives,first_detection_latency_reads,first_mitigation_latency_reads,recovery_regret_reads,post_warmup_windowed_p99_ms,severe_window_p99_ms,read_bypass_eligible_events,read_bypass_triggered_events,read_bypass_coverage_pct
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,42,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.6,17.3,31.2,0.0,12.7,322.2,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,27.5,63.8,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,42,1000000,5000,1.0,20,50000,late_binding,15.0,10.7,14.1,15.8,49.4,3.0,6.8,5000000,25.0,1000000,150000,5962,1000000,799930,0,-1,-1,-1,-1,12,16404,15.8,15.8,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,42,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.6,17.3,22.3,28.5,11.9,67.3,4176422,4.4,176422,24130,5095,176422,17044,0,-1,-1,-1,12,94,10559,23.2,25.4,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,16.9,19.0,39.0,1.4,4.6,4013126,0.3,13126,0,3908,13126,12804,4,4,0,585,770,1294,7628,18.9,18.9,12047,10734,89.1
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,43,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.6,17.3,31.0,0.0,11.8,320.3,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,27.6,63.1,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,43,1000000,5000,1.0,20,50000,late_binding,15.0,10.7,14.1,15.8,49.2,2.7,7.1,5000000,25.0,1000000,150000,6037,1000000,799829,0,-1,-1,-1,-1,96,16492,15.7,15.8,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,43,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.6,17.3,22.3,28.1,11.0,67.4,4176829,4.4,176829,24335,5185,176829,16913,0,-1,-1,-1,96,117,10551,23.2,25.4,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,43,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,16.9,19.0,38.8,0.9,4.4,4013208,0.3,13208,0,3902,13208,12904,4,4,0,580,634,634,7722,18.9,18.8,12038,10733,89.2
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,44,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.5,17.4,31.3,0.0,12.5,323.0,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,27.4,64.1,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,44,1000000,5000,1.0,20,50000,late_binding,15.0,10.7,14.1,15.8,49.6,2.6,7.0,5000000,25.0,1000000,150000,5963,1000000,799767,0,-1,-1,-1,-1,43,16522,15.8,15.8,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,44,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.5,17.3,22.3,28.6,11.6,67.0,4176844,4.4,176844,24274,5130,176844,17030,0,-1,-1,-1,56,56,10678,23.3,25.3,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,44,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,16.9,19.0,39.3,1.2,3.9,4013483,0.3,13483,0,3931,13483,13145,4,4,0,571,1014,1014,7958,18.9,18.8,12250,11007,89.9
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,45,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.5,17.3,31.0,0.0,12.1,318.8,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,27.5,63.2,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,45,1000000,5000,1.0,20,50000,late_binding,15.0,10.7,14.1,15.8,49.1,3.1,6.8,5000000,25.0,1000000,150000,6147,1000000,799909,0,-1,-1,-1,-1,30,16403,15.7,15.8,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,45,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.5,17.3,22.3,27.9,11.4,67.1,4176366,4.4,176366,24045,5283,176366,17072,0,-1,-1,-1,30,30,10564,23.2,25.4,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,45,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,16.9,19.0,38.7,1.0,3.9,4013306,0.3,13306,0,3999,13306,12976,4,4,0,596,171,171,7755,18.9,18.9,12042,10764,89.4
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,46,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.6,17.3,31.6,0.0,12.3,325.0,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,28.1,63.8,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,46,1000000,5000,1.0,20,50000,late_binding,15.0,10.7,14.1,15.8,50.1,2.8,6.6,5000000,25.0,1000000,150000,5951,1000000,799651,0,-1,-1,-1,-1,26,16411,15.8,15.7,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,46,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.6,17.3,22.4,29.2,11.6,66.9,4177141,4.4,177141,24428,5134,177141,17224,0,-1,-1,-1,26,26,10638,23.3,25.3,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,46,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,16.9,19.0,39.9,1.1,4.1,4013136,0.3,13136,0,3886,13136,12816,4,4,0,593,805,805,7803,18.8,18.8,11961,10609,88.7
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,47,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.6,17.4,30.9,0.0,12.6,325.2,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,27.7,63.8,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,47,1000000,5000,1.0,20,50000,late_binding,15.0,10.7,14.1,15.8,49.0,2.6,7.1,5000000,25.0,1000000,150000,6106,1000000,799732,0,-1,-1,-1,-1,25,16547,15.8,15.8,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,47,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.6,17.3,22.3,27.9,11.7,67.5,4176235,4.4,176235,24012,5241,176235,17068,0,-1,-1,-1,25,25,10607,23.3,25.3,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,47,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,16.9,19.0,38.5,1.5,5.1,4013145,0.3,13145,0,3893,13145,12779,4,4,0,592,501,501,7696,18.9,18.9,12106,10675,88.2
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,48,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.6,17.3,30.7,0.0,11.9,321.9,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,27.7,63.4,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,48,1000000,5000,1.0,20,50000,late_binding,15.0,10.7,14.1,15.8,48.7,2.8,6.6,5000000,25.0,1000000,150000,6036,1000000,800006,0,-1,-1,-1,-1,19,16320,15.8,15.8,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,48,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.6,17.3,22.2,27.6,10.9,66.5,4176746,4.4,176746,24350,5217,176746,16901,0,-1,-1,-1,19,19,10533,23.1,25.3,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,48,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,16.9,19.0,38.1,1.0,4.1,4012786,0.3,12786,0,3933,12786,12465,4,4,0,579,1763,1763,7719,19.0,18.8,11602,10279,88.6
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,49,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.6,17.4,31.4,0.0,12.4,323.4,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,27.7,63.6,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,49,1000000,5000,1.0,20,50000,late_binding,15.0,10.7,14.1,15.8,49.8,2.7,7.0,5000000,25.0,1000000,150000,6012,1000000,799809,0,-1,-1,-1,-1,13,16633,15.8,15.8,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,49,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.6,17.3,22.3,28.8,11.6,67.8,4176440,4.4,176440,24215,5164,176440,17325,0,-1,-1,-1,13,32,10711,23.2,25.4,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,49,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,16.9,19.0,39.5,1.2,4.6,4013314,0.3,13314,0,3880,13314,12964,4,4,0,589,1056,1087,7849,18.9,18.9,12201,10860,89.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,50,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.6,17.3,30.4,0.0,11.6,317.8,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,27.5,63.2,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,50,1000000,5000,1.0,20,50000,late_binding,15.0,10.7,14.1,15.7,48.3,2.9,6.4,5000000,25.0,1000000,150000,5871,1000000,800632,0,-1,-1,-1,-1,9,16166,15.7,15.8,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,50,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.6,17.3,22.1,27.3,10.8,66.0,4176863,4.4,176863,24316,5030,176863,16805,0,-1,-1,-1,9,122,10304,23.1,25.3,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,50,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,16.9,19.0,37.6,0.9,4.1,4013142,0.3,13142,0,3805,13142,12828,4,4,0,589,584,749,7550,18.9,18.9,11973,10731,89.6
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,51,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.6,17.3,30.8,0.0,12.1,321.5,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,27.8,63.0,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,51,1000000,5000,1.0,20,50000,late_binding,15.0,10.7,14.1,15.8,48.8,2.9,6.8,5000000,25.0,1000000,150000,6027,1000000,800206,0,-1,-1,-1,-1,6,16511,15.8,15.8,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,51,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.6,17.3,22.2,27.9,11.1,67.1,4177030,4.4,177030,24297,5182,177030,16952,0,-1,-1,-1,6,6,10567,23.3,25.2,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,51,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,16.9,19.0,38.3,1.0,4.9,4013318,0.3,13318,0,3948,13318,12979,4,4,0,581,518,518,7829,18.9,18.9,12066,10792,89.4
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,52,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.6,17.3,30.8,0.0,12.0,325.1,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,27.8,63.6,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,52,1000000,5000,1.0,20,50000,late_binding,15.0,10.7,14.1,15.8,48.9,2.9,6.6,5000000,25.0,1000000,150000,5919,1000000,800309,0,-1,-1,-1,-1,39,16229,15.7,15.7,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,52,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.6,17.3,22.2,28.0,11.2,66.3,4176735,4.4,176735,24278,5074,176735,16861,0,-1,-1,-1,39,39,10338,23.2,25.3,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,52,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,16.9,19.0,38.4,1.2,4.5,4013288,0.3,13288,0,3804,13288,12940,4,4,0,584,436,436,7560,18.9,18.9,12157,10841,89.2
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,53,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.6,17.3,30.9,0.0,12.0,322.1,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,27.7,63.6,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,53,1000000,5000,1.0,20,50000,late_binding,15.0,10.7,14.1,15.8,49.0,2.5,7.3,5000000,25.0,1000000,150000,5870,1000000,799969,0,-1,-1,-1,-1,47,16199,15.8,15.8,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,53,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.6,17.3,22.2,28.0,11.2,67.4,4176987,4.4,176987,24278,5083,176987,16978,0,-1,-1,-1,47,47,10351,23.2,25.4,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,53,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,16.9,19.0,38.5,1.1,4.5,4013106,0.3,13106,0,3838,13106,12763,4,4,0,576,462,462,7590,18.9,18.9,12044,10700,88.8
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,54,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.5,17.3,31.0,0.0,12.0,322.2,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,27.8,63.6,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,54,1000000,5000,1.0,20,50000,late_binding,15.0,10.7,14.1,15.8,49.2,2.9,6.9,5000000,25.0,1000000,150000,5984,1000000,799402,0,-1,-1,-1,-1,31,16500,15.8,15.8,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,54,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.5,17.3,22.3,28.2,11.2,66.4,4176518,4.4,176518,24333,5124,176518,17002,0,-1,-1,-1,31,185,10511,23.2,25.4,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,54,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,16.9,19.0,38.8,1.0,4.5,4013155,0.3,13155,0,3842,13155,12842,4,4,0,591,871,871,7678,19.0,18.9,12043,10699,88.8
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,55,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.5,17.3,30.3,0.0,11.8,320.5,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,27.7,63.0,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,55,1000000,5000,1.0,20,50000,late_binding,15.0,10.7,14.1,15.8,48.0,2.7,6.9,5000000,25.0,1000000,150000,6015,1000000,800268,0,-1,-1,-1,-1,15,16335,15.8,15.8,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,55,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.5,17.3,22.2,26.7,11.1,66.7,4177104,4.4,177104,24352,5178,177104,16858,0,-1,-1,-1,15,164,10486,23.3,25.2,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,55,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,16.9,19.0,37.4,1.1,3.8,4013432,0.3,13432,0,3941,13432,13098,4,4,0,584,231,231,7783,18.9,18.8,12125,10918,90.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,56,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.5,17.3,31.0,0.0,12.2,323.3,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,27.4,63.9,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,56,1000000,5000,1.0,20,50000,late_binding,15.0,10.7,14.1,15.8,49.2,2.4,6.4,5000000,25.0,1000000,150000,5907,1000000,799383,0,-1,-1,-1,-1,46,16386,15.8,15.7,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,56,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.5,17.3,22.3,28.0,11.6,67.7,4176621,4.4,176621,24156,5059,176621,17043,0,-1,-1,-1,46,46,10488,23.2,25.4,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,56,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,16.9,19.0,38.8,1.3,5.0,4013314,0.3,13314,0,3799,13314,12997,4,4,0,596,373,373,7709,18.9,18.8,12213,10877,89.1
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,57,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.6,17.3,30.7,0.0,12.0,322.2,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,27.8,63.7,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,57,1000000,5000,1.0,20,50000,late_binding,15.0,10.7,14.1,15.8,48.7,2.5,6.5,5000000,25.0,1000000,150000,5997,1000000,800070,0,-1,-1,-1,-1,5,16474,15.8,15.8,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,57,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.6,17.3,22.2,27.7,11.2,66.1,4177013,4.4,177013,24491,5147,177013,16950,0,-1,-1,-1,5,5,10511,23.3,25.2,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,57,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,16.9,19.0,38.2,1.1,4.7,4013228,0.3,13228,0,3955,13228,12934,4,4,0,580,593,593,7683,18.9,18.9,12184,10833,88.9
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,58,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.6,17.3,30.7,0.0,12.0,318.1,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,27.2,63.3,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,58,1000000,5000,1.0,20,50000,late_binding,15.0,10.7,14.1,15.7,48.7,2.4,6.0,5000000,25.0,1000000,150000,5847,1000000,800179,0,-1,-1,-1,-1,15,16285,15.8,15.7,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,58,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.6,17.3,22.3,27.5,11.2,66.4,4176274,4.4,176274,24507,5008,176274,16911,0,-1,-1,-1,175,412,10392,23.0,25.2,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,58,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,16.9,19.0,38.2,0.9,3.9,4013304,0.3,13304,0,3801,13304,12943,4,4,0,592,738,738,7736,18.9,18.9,12113,10820,89.3
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,59,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.5,17.3,30.8,0.0,11.5,320.5,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,27.6,63.3,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,59,1000000,5000,1.0,20,50000,late_binding,15.0,10.7,14.1,15.8,48.8,2.4,6.3,5000000,25.0,1000000,150000,5874,1000000,799809,0,-1,-1,-1,-1,14,16285,15.8,15.8,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,59,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.5,17.3,22.2,27.9,10.6,65.2,4177432,4.4,177432,24873,5053,177432,16872,0,-1,-1,-1,14,14,10387,23.1,25.3,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,59,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,16.9,19.0,38.3,0.8,4.6,4012738,0.3,12738,0,3835,12738,12413,4,4,0,585,394,394,7637,19.0,18.9,11617,10250,88.2
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,60,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.5,17.3,30.7,0.0,12.0,322.4,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,27.5,63.6,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,60,1000000,5000,1.0,20,50000,late_binding,15.0,10.7,14.1,15.8,48.7,2.8,7.1,5000000,25.0,1000000,150000,5893,1000000,799969,0,-1,-1,-1,-1,9,16072,15.8,15.8,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,60,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.5,17.3,22.2,27.6,11.2,66.2,4176922,4.4,176922,24376,5028,176922,16959,0,-1,-1,-1,9,9,10329,23.2,25.2,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,60,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,16.9,19.0,38.2,1.0,4.3,4013196,0.3,13196,0,3877,13196,12865,4,4,0,587,1258,1258,7665,19.0,18.9,11980,10655,88.9
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,61,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.5,17.3,31.1,0.0,12.0,322.5,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,27.6,63.6,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,61,1000000,5000,1.0,20,50000,late_binding,15.0,10.7,14.1,15.8,49.4,2.9,6.8,5000000,25.0,1000000,150000,5953,1000000,799751,0,-1,-1,-1,-1,223,16403,15.8,15.7,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,61,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.5,17.3,22.2,28.6,11.1,66.6,4176269,4.4,176269,24063,5110,176269,17057,0,-1,-1,-1,223,375,10466,23.1,25.3,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,61,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,16.9,19.0,39.1,1.0,3.8,4013395,0.3,13395,0,3864,13395,13029,4,4,0,588,1589,1589,7700,18.9,18.8,12098,10797,89.2
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,62,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.6,17.3,30.6,0.0,11.9,324.1,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,27.9,63.5,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,62,1000000,5000,1.0,20,50000,late_binding,15.0,10.7,14.1,15.8,48.5,2.6,6.9,5000000,25.0,1000000,150000,6092,1000000,799983,0,-1,-1,-1,-1,6,16539,15.8,15.8,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,62,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.6,17.3,22.2,27.4,11.0,67.2,4176614,4.4,176614,24069,5193,176614,16950,0,-1,-1,-1,18,54,10492,23.3,25.3,-1,-1,-1.0
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,62,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,16.9,19.0,38.0,1.1,4.8,4013208,0.3,13208,0,3964,13208,12841,4,4,0,583,137,137,7750,18.9,18.9,12099,10752,88.9
slow_ratio_2pct,slow_ratio,2pct,1,dynamic_sensitivity_100d_2pct_hdd,100,63,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.6,17.3,30.8,0.0,11.8,322.9,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,27.3,64.4,-1,-1,-1.0
