name,case_id,seed,kind,returncode,stderr_empty,stdout_lines,expected_success,expected_stderr
zipf_0_8_seed51_aggregate_csv_extended,zipf_0_8,51,aggregate_extended,0,1,5,1,
zipf_0_8_seed51_windowed_csv,zipf_0_8,51,windowed,0,1,81,1,
zipf_0_8_seed52_aggregate_csv_extended,zipf_0_8,52,aggregate_extended,0,1,5,1,
zipf_0_8_seed52_windowed_csv,zipf_0_8,52,windowed,0,1,81,1,
zipf_0_8_seed53_aggregate_csv_extended,zipf_0_8,53,aggregate_extended,0,1,5,1,
zipf_0_8_seed53_windowed_csv,zipf_0_8,53,windowed,0,1,81,1,
zipf_0_8_seed54_aggregate_csv_extended,zipf_0_8,54,aggregate_extended,0,1,5,1,
zipf_0_8_seed54_windowed_csv,zipf_0_8,54,windowed,0,1,81,1,
zipf_0_8_seed55_aggregate_csv_extended,zipf_0_8,55,aggregate_extended,0,1,5,1,
zipf_0_8_seed55_windowed_csv,zipf_0_8,55,windowed,0,1,81,1,
zipf_0_8_seed56_aggregate_csv_extended,zipf_0_8,56,aggregate_extended,0,1,5,1,
zipf_0_8_seed56_windowed_csv,zipf_0_8,56,windowed,0,1,81,1,
zipf_0_8_seed57_aggregate_csv_extended,zipf_0_8,57,aggregate_extended,0,1,5,1,
zipf_0_8_seed57_windowed_csv,zipf_0_8,57,windowed,0,1,81,1,
zipf_0_8_seed58_aggregate_csv_extended,zipf_0_8,58,aggregate_extended,0,1,5,1,
zipf_0_8_seed58_windowed_csv,zipf_0_8,58,windowed,0,1,81,1,
zipf_0_8_seed59_aggregate_csv_extended,zipf_0_8,59,aggregate_extended,0,1,5,1,
zipf_0_8_seed59_windowed_csv,zipf_0_8,59,windowed,0,1,81,1,
zipf_0_8_seed60_aggregate_csv_extended,zipf_0_8,60,aggregate_extended,0,1,5,1,
zipf_0_8_seed60_windowed_csv,zipf_0_8,60,windowed,0,1,81,1,
zipf_0_8_seed61_aggregate_csv_extended,zipf_0_8,61,aggregate_extended,0,1,5,1,
zipf_0_8_seed61_windowed_csv,zipf_0_8,61,windowed,0,1,81,1,
zipf_0_8_seed62_aggregate_csv_extended,zipf_0_8,62,aggregate_extended,0,1,5,1,
zipf_0_8_seed62_windowed_csv,zipf_0_8,62,windowed,0,1,81,1,
zipf_0_8_seed63_aggregate_csv_extended,zipf_0_8,63,aggregate_extended,0,1,5,1,
zipf_0_8_seed63_windowed_csv,zipf_0_8,63,windowed,0,1,81,1,
zipf_0_8_seed64_aggregate_csv_extended,zipf_0_8,64,aggregate_extended,0,1,5,1,
zipf_0_8_seed64_windowed_csv,zipf_0_8,64,windowed,0,1,81,1,
zipf_0_8_seed65_aggregate_csv_extended,zipf_0_8,65,aggregate_extended,0,1,5,1,
zipf_0_8_seed65_windowed_csv,zipf_0_8,65,windowed,0,1,81,1,
zipf_0_8_seed66_aggregate_csv_extended,zipf_0_8,66,aggregate_extended,0,1,5,1,
zipf_0_8_seed66_windowed_csv,zipf_0_8,66,windowed,0,1,81,1,
zipf_0_8_seed67_aggregate_csv_extended,zipf_0_8,67,aggregate_extended,0,1,5,1,
zipf_0_8_seed67_windowed_csv,zipf_0_8,67,windowed,0,1,81,1,
zipf_0_8_seed68_aggregate_csv_extended,zipf_0_8,68,aggregate_extended,0,1,5,1,
zipf_0_8_seed68_windowed_csv,zipf_0_8,68,windowed,0,1,81,1,
zipf_0_8_seed69_aggregate_csv_extended,zipf_0_8,69,aggregate_extended,0,1,5,1,
zipf_0_8_seed69_windowed_csv,zipf_0_8,69,windowed,0,1,81,1,
zipf_0_8_seed70_aggregate_csv_extended,zipf_0_8,70,aggregate_extended,0,1,5,1,
zipf_0_8_seed70_windowed_csv,zipf_0_8,70,windowed,0,1,81,1,
zipf_0_8_seed71_aggregate_csv_extended,zipf_0_8,71,aggregate_extended,0,1,5,1,
zipf_0_8_seed71_windowed_csv,zipf_0_8,71,windowed,0,1,81,1,
zipf_0_8_seed42_event_trace,zipf_0_8,42,event_trace,0,1,27,1,
zipf_1_2_seed42_aggregate_csv_extended,zipf_1_2,42,aggregate_extended,0,1,5,1,
zipf_1_2_seed42_windowed_csv,zipf_1_2,42,windowed,0,1,81,1,
zipf_1_2_seed43_aggregate_csv_extended,zipf_1_2,43,aggregate_extended,0,1,5,1,
zipf_1_2_seed43_windowed_csv,zipf_1_2,43,windowed,0,1,81,1,
zipf_1_2_seed44_aggregate_csv_extended,zipf_1_2,44,aggregate_extended,0,1,5,1,
zipf_1_2_seed44_windowed_csv,zipf_1_2,44,windowed,0,1,81,1,
zipf_1_2_seed45_aggregate_csv_extended,zipf_1_2,45,aggregate_extended,0,1,5,1,
zipf_1_2_seed45_windowed_csv,zipf_1_2,45,windowed,0,1,81,1,
zipf_1_2_seed46_aggregate_csv_extended,zipf_1_2,46,aggregate_extended,0,1,5,1,
zipf_1_2_seed46_windowed_csv,zipf_1_2,46,windowed,0,1,81,1,
zipf_1_2_seed47_aggregate_csv_extended,zipf_1_2,47,aggregate_extended,0,1,5,1,
zipf_1_2_seed47_windowed_csv,zipf_1_2,47,windowed,0,1,81,1,
zipf_1_2_seed48_aggregate_csv_extended,zipf_1_2,48,aggregate_extended,0,1,5,1,
zipf_1_2_seed48_windowed_csv,zipf_1_2,48,windowed,0,1,81,1,
zipf_1_2_seed49_aggregate_csv_extended,zipf_1_2,49,aggregate_extended,0,1,5,1,
zipf_1_2_seed49_windowed_csv,zipf_1_2,49,windowed,0,1,81,1,
zipf_1_2_seed50_aggregate_csv_extended,zipf_1_2,50,aggregate_extended,0,1,5,1,
zipf_1_2_seed50_windowed_csv,zipf_1_2,50,windowed,0,1,81,1,
zipf_1_2_seed51_aggregate_csv_extended,zipf_1_2,51,aggregate_extended,0,1,5,1,
zipf_1_2_seed51_windowed_csv,zipf_1_2,51,windowed,0,1,81,1,
zipf_1_2_seed52_aggregate_csv_extended,zipf_1_2,52,aggregate_extended,0,1,5,1,
zipf_1_2_seed52_windowed_csv,zipf_1_2,52,windowed,0,1,81,1,
zipf_1_2_seed53_aggregate_csv_extended,zipf_1_2,53,aggregate_extended,0,1,5,1,
zipf_1_2_seed53_windowed_csv,zipf_1_2,53,windowed,0,1,81,1,
zipf_1_2_seed54_aggregate_csv_extended,zipf_1_2,54,aggregate_extended,0,1,5,1,
zipf_1_2_seed54_windowed_csv,zipf_1_2,54,windowed,0,1,81,1,
zipf_1_2_seed55_aggregate_csv_extended,zipf_1_2,55,aggregate_extended,0,1,5,1,
zipf_1_2_seed55_windowed_csv,zipf_1_2,55,windowed,0,1,81,1,
zipf_1_2_seed56_aggregate_csv_extended,zipf_1_2,56,aggregate_extended,0,1,5,1,
zipf_1_2_seed56_windowed_csv,zipf_1_2,56,windowed,0,1,81,1,
zipf_1_2_seed57_aggregate_csv_extended,zipf_1_2,57,aggregate_extended,0,1,5,1,
zipf_1_2_seed57_windowed_csv,zipf_1_2,57,windowed,0,1,81,1,
zipf_1_2_seed58_aggregate_csv_extended,zipf_1_2,58,aggregate_extended,0,1,5,1,
zipf_1_2_seed58_windowed_csv,zipf_1_2,58,windowed,0,1,81,1,
zipf_1_2_seed59_aggregate_csv_extended,zipf_1_2,59,aggregate_extended,0,1,5,1,
zipf_1_2_seed59_windowed_csv,zipf_1_2,59,windowed,0,1,81,1,
zipf_1_2_seed60_aggregate_csv_extended,zipf_1_2,60,aggregate_extended,0,1,5,1,
zipf_1_2_seed60_windowed_csv,zipf_1_2,60,windowed,0,1,81,1,
zipf_1_2_seed61_aggregate_csv_extended,zipf_1_2,61,aggregate_extended,0,1,5,1,
zipf_1_2_seed61_windowed_csv,zipf_1_2,61,windowed,0,1,81,1,
zipf_1_2_seed62_aggregate_csv_extended,zipf_1_2,62,aggregate_extended,0,1,5,1,
zipf_1_2_seed62_windowed_csv,zipf_1_2,62,windowed,0,1,81,1,
zipf_1_2_seed63_aggregate_csv_extended,zipf_1_2,63,aggregate_extended,0,1,5,1,
zipf_1_2_seed63_windowed_csv,zipf_1_2,63,windowed,0,1,81,1,
zipf_1_2_seed64_aggregate_csv_extended,zipf_1_2,64,aggregate_extended,0,1,5,1,
zipf_1_2_seed64_windowed_csv,zipf_1_2,64,windowed,0,1,81,1,
zipf_1_2_seed65_aggregate_csv_extended,zipf_1_2,65,aggregate_extended,0,1,5,1,
zipf_1_2_seed65_windowed_csv,zipf_1_2,65,windowed,0,1,81,1,
zipf_1_2_seed66_aggregate_csv_extended,zipf_1_2,66,aggregate_extended,0,1,5,1,
zipf_1_2_seed66_windowed_csv,zipf_1_2,66,windowed,0,1,81,1,
zipf_1_2_seed67_aggregate_csv_extended,zipf_1_2,67,aggregate_extended,0,1,5,1,
zipf_1_2_seed67_windowed_csv,zipf_1_2,67,windowed,0,1,81,1,
zipf_1_2_seed68_aggregate_csv_extended,zipf_1_2,68,aggregate_extended,0,1,5,1,
zipf_1_2_seed68_windowed_csv,zipf_1_2,68,windowed,0,1,81,1,
zipf_1_2_seed69_aggregate_csv_extended,zipf_1_2,69,aggregate_extended,0,1,5,1,
zipf_1_2_seed69_windowed_csv,zipf_1_2,69,windowed,0,1,81,1,
zipf_1_2_seed70_aggregate_csv_extended,zipf_1_2,70,aggregate_extended,0,1,5,1,
zipf_1_2_seed70_windowed_csv,zipf_1_2,70,windowed,0,1,81,1,
zipf_1_2_seed71_aggregate_csv_extended,zipf_1_2,71,aggregate_extended,0,1,5,1,
zipf_1_2_seed71_windowed_csv,zipf_1_2,71,windowed,0,1,81,1,
zipf_1_2_seed42_event_trace,zipf_1_2,42,event_trace,0,1,27,1,
slowdown_0_5_seed42_aggregate_csv_extended,slowdown_0_5,42,aggregate_extended,0,1,5,1,
slowdown_0_5_seed42_windowed_csv,slowdown_0_5,42,windowed,0,1,81,1,
slowdown_0_5_seed43_aggregate_csv_extended,slowdown_0_5,43,aggregate_extended,0,1,5,1,
slowdown_0_5_seed43_windowed_csv,slowdown_0_5,43,windowed,0,1,81,1,
slowdown_0_5_seed44_aggregate_csv_extended,slowdown_0_5,44,aggregate_extended,0,1,5,1,
slowdown_0_5_seed44_windowed_csv,slowdown_0_5,44,windowed,0,1,81,1,
slowdown_0_5_seed45_aggregate_csv_extended,slowdown_0_5,45,aggregate_extended,0,1,5,1,
slowdown_0_5_seed45_windowed_csv,slowdown_0_5,45,windowed,0,1,81,1,
slowdown_0_5_seed46_aggregate_csv_extended,slowdown_0_5,46,aggregate_extended,0,1,5,1,
slowdown_0_5_seed46_windowed_csv,slowdown_0_5,46,windowed,0,1,81,1,
slowdown_0_5_seed47_aggregate_csv_extended,slowdown_0_5,47,aggregate_extended,0,1,5,1,
slowdown_0_5_seed47_windowed_csv,slowdown_0_5,47,windowed,0,1,81,1,
slowdown_0_5_seed48_aggregate_csv_extended,slowdown_0_5,48,aggregate_extended,0,1,5,1,
slowdown_0_5_seed48_windowed_csv,slowdown_0_5,48,windowed,0,1,81,1,
slowdown_0_5_seed49_aggregate_csv_extended,slowdown_0_5,49,aggregate_extended,0,1,5,1,
slowdown_0_5_seed49_windowed_csv,slowdown_0_5,49,windowed,0,1,81,1,
slowdown_0_5_seed50_aggregate_csv_extended,slowdown_0_5,50,aggregate_extended,0,1,5,1,
slowdown_0_5_seed50_windowed_csv,slowdown_0_5,50,windowed,0,1,81,1,
slowdown_0_5_seed51_aggregate_csv_extended,slowdown_0_5,51,aggregate_extended,0,1,5,1,
slowdown_0_5_seed51_windowed_csv,slowdown_0_5,51,windowed,0,1,81,1,
slowdown_0_5_seed52_aggregate_csv_extended,slowdown_0_5,52,aggregate_extended,0,1,5,1,
slowdown_0_5_seed52_windowed_csv,slowdown_0_5,52,windowed,0,1,81,1,
slowdown_0_5_seed53_aggregate_csv_extended,slowdown_0_5,53,aggregate_extended,0,1,5,1,
slowdown_0_5_seed53_windowed_csv,slowdown_0_5,53,windowed,0,1,81,1,
slowdown_0_5_seed54_aggregate_csv_extended,slowdown_0_5,54,aggregate_extended,0,1,5,1,
slowdown_0_5_seed54_windowed_csv,slowdown_0_5,54,windowed,0,1,81,1,
slowdown_0_5_seed55_aggregate_csv_extended,slowdown_0_5,55,aggregate_extended,0,1,5,1,
slowdown_0_5_seed55_windowed_csv,slowdown_0_5,55,windowed,0,1,81,1,
slowdown_0_5_seed56_aggregate_csv_extended,slowdown_0_5,56,aggregate_extended,0,1,5,1,
slowdown_0_5_seed56_windowed_csv,slowdown_0_5,56,windowed,0,1,81,1,
slowdown_0_5_seed57_aggregate_csv_extended,slowdown_0_5,57,aggregate_extended,0,1,5,1,
slowdown_0_5_seed57_windowed_csv,slowdown_0_5,57,windowed,0,1,81,1,
slowdown_0_5_seed58_aggregate_csv_extended,slowdown_0_5,58,aggregate_extended,0,1,5,1,
slowdown_0_5_seed58_windowed_csv,slowdown_0_5,58,windowed,0,1,81,1,
slowdown_0_5_seed59_aggregate_csv_extended,slowdown_0_5,59,aggregate_extended,0,1,5,1,
slowdown_0_5_seed59_windowed_csv,slowdown_0_5,59,windowed,0,1,81,1,
slowdown_0_5_seed60_aggregate_csv_extended,slowdown_0_5,60,aggregate_extended,0,1,5,1,
slowdown_0_5_seed60_windowed_csv,slowdown_0_5,60,windowed,0,1,81,1,
slowdown_0_5_seed61_aggregate_csv_extended,slowdown_0_5,61,aggregate_extended,0,1,5,1,
slowdown_0_5_seed61_windowed_csv,slowdown_0_5,61,windowed,0,1,81,1,
slowdown_0_5_seed62_aggregate_csv_extended,slowdown_0_5,62,aggregate_extended,0,1,5,1,
slowdown_0_5_seed62_windowed_csv,slowdown_0_5,62,windowed,0,1,81,1,
slowdown_0_5_seed63_aggregate_csv_extended,slowdown_0_5,63,aggregate_extended,0,1,5,1,
slowdown_0_5_seed63_windowed_csv,slowdown_0_5,63,windowed,0,1,81,1,
slowdown_0_5_seed64_aggregate_csv_extended,slowdown_0_5,64,aggregate_extended,0,1,5,1,
slowdown_0_5_seed64_windowed_csv,slowdown_0_5,64,windowed,0,1,81,1,
slowdown_0_5_seed65_aggregate_csv_extended,slowdown_0_5,65,aggregate_extended,0,1,5,1,
slowdown_0_5_seed65_windowed_csv,slowdown_0_5,65,windowed,0,1,81,1,
slowdown_0_5_seed66_aggregate_csv_extended,slowdown_0_5,66,aggregate_extended,0,1,5,1,
slowdown_0_5_seed66_windowed_csv,slowdown_0_5,66,windowed,0,1,81,1,
slowdown_0_5_seed67_aggregate_csv_extended,slowdown_0_5,67,aggregate_extended,0,1,5,1,
slowdown_0_5_seed67_windowed_csv,slowdown_0_5,67,windowed,0,1,81,1,
slowdown_0_5_seed68_aggregate_csv_extended,slowdown_0_5,68,aggregate_extended,0,1,5,1,
slowdown_0_5_seed68_windowed_csv,slowdown_0_5,68,windowed,0,1,81,1,
slowdown_0_5_seed69_aggregate_csv_extended,slowdown_0_5,69,aggregate_extended,0,1,5,1,
slowdown_0_5_seed69_windowed_csv,slowdown_0_5,69,windowed,0,1,81,1,
slowdown_0_5_seed70_aggregate_csv_extended,slowdown_0_5,70,aggregate_extended,0,1,5,1,
slowdown_0_5_seed70_windowed_csv,slowdown_0_5,70,windowed,0,1,81,1,
slowdown_0_5_seed71_aggregate_csv_extended,slowdown_0_5,71,aggregate_extended,0,1,5,1,
slowdown_0_5_seed71_windowed_csv,slowdown_0_5,71,windowed,0,1,81,1,
slowdown_0_5_seed42_event_trace,slowdown_0_5,42,event_trace,0,1,27,1,
slowdown_1_5_seed42_aggregate_csv_extended,slowdown_1_5,42,aggregate_extended,0,1,5,1,
slowdown_1_5_seed42_windowed_csv,slowdown_1_5,42,windowed,0,1,81,1,
slowdown_1_5_seed43_aggregate_csv_extended,slowdown_1_5,43,aggregate_extended,0,1,5,1,
slowdown_1_5_seed43_windowed_csv,slowdown_1_5,43,windowed,0,1,81,1,
slowdown_1_5_seed44_aggregate_csv_extended,slowdown_1_5,44,aggregate_extended,0,1,5,1,
slowdown_1_5_seed44_windowed_csv,slowdown_1_5,44,windowed,0,1,81,1,
slowdown_1_5_seed45_aggregate_csv_extended,slowdown_1_5,45,aggregate_extended,0,1,5,1,
slowdown_1_5_seed45_windowed_csv,slowdown_1_5,45,windowed,0,1,81,1,
slowdown_1_5_seed46_aggregate_csv_extended,slowdown_1_5,46,aggregate_extended,0,1,5,1,
slowdown_1_5_seed46_windowed_csv,slowdown_1_5,46,windowed,0,1,81,1,
slowdown_1_5_seed47_aggregate_csv_extended,slowdown_1_5,47,aggregate_extended,0,1,5,1,
slowdown_1_5_seed47_windowed_csv,slowdown_1_5,47,windowed,0,1,81,1,
slowdown_1_5_seed48_aggregate_csv_extended,slowdown_1_5,48,aggregate_extended,0,1,5,1,
slowdown_1_5_seed48_windowed_csv,slowdown_1_5,48,windowed,0,1,81,1,
slowdown_1_5_seed49_aggregate_csv_extended,slowdown_1_5,49,aggregate_extended,0,1,5,1,
slowdown_1_5_seed49_windowed_csv,slowdown_1_5,49,windowed,0,1,81,1,
slowdown_1_5_seed50_aggregate_csv_extended,slowdown_1_5,50,aggregate_extended,0,1,5,1,
slowdown_1_5_seed50_windowed_csv,slowdown_1_5,50,windowed,0,1,81,1,
slowdown_1_5_seed51_aggregate_csv_extended,slowdown_1_5,51,aggregate_extended,0,1,5,1,
slowdown_1_5_seed51_windowed_csv,slowdown_1_5,51,windowed,0,1,81,1,
slowdown_1_5_seed52_aggregate_csv_extended,slowdown_1_5,52,aggregate_extended,0,1,5,1,
slowdown_1_5_seed52_windowed_csv,slowdown_1_5,52,windowed,0,1,81,1,
slowdown_1_5_seed53_aggregate_csv_extended,slowdown_1_5,53,aggregate_extended,0,1,5,1,
slowdown_1_5_seed53_windowed_csv,slowdown_1_5,53,windowed,0,1,81,1,
slowdown_1_5_seed54_aggregate_csv_extended,slowdown_1_5,54,aggregate_extended,0,1,5,1,
slowdown_1_5_seed54_windowed_csv,slowdown_1_5,54,windowed,0,1,81,1,
slowdown_1_5_seed55_aggregate_csv_extended,slowdown_1_5,55,aggregate_extended,0,1,5,1,
slowdown_1_5_seed55_windowed_csv,slowdown_1_5,55,windowed,0,1,81,1,
slowdown_1_5_seed56_aggregate_csv_extended,slowdown_1_5,56,aggregate_extended,0,1,5,1,
slowdown_1_5_seed56_windowed_csv,slowdown_1_5,56,windowed,0,1,81,1,
slowdown_1_5_seed57_aggregate_csv_extended,slowdown_1_5,57,aggregate_extended,0,1,5,1,
slowdown_1_5_seed57_windowed_csv,slowdown_1_5,57,windowed,0,1,81,1,
slowdown_1_5_seed58_aggregate_csv_extended,slowdown_1_5,58,aggregate_extended,0,1,5,1,
slowdown_1_5_seed58_windowed_csv,slowdown_1_5,58,windowed,0,1,81,1,
slowdown_1_5_seed59_aggregate_csv_extended,slowdown_1_5,59,aggregate_extended,0,1,5,1,
slowdown_1_5_seed59_windowed_csv,slowdown_1_5,59,windowed,0,1,81,1,
slowdown_1_5_seed60_aggregate_csv_extended,slowdown_1_5,60,aggregate_extended,0,1,5,1,
slowdown_1_5_seed60_windowed_csv,slowdown_1_5,60,windowed,0,1,81,1,
slowdown_1_5_seed61_aggregate_csv_extended,slowdown_1_5,61,aggregate_extended,0,1,5,1,
slowdown_1_5_seed61_windowed_csv,slowdown_1_5,61,windowed,0,1,81,1,
slowdown_1_5_seed62_aggregate_csv_extended,slowdown_1_5,62,aggregate_extended,0,1,5,1,
slowdown_1_5_seed62_windowed_csv,slowdown_1_5,62,windowed,0,1,81,1,
slowdown_1_5_seed63_aggregate_csv_extended,slowdown_1_5,63,aggregate_extended,0,1,5,1,
slowdown_1_5_seed63_windowed_csv,slowdown_1_5,63,windowed,0,1,81,1,
slowdown_1_5_seed64_aggregate_csv_extended,slowdown_1_5,64,aggregate_extended,0,1,5,1,
slowdown_1_5_seed64_windowed_csv,slowdown_1_5,64,windowed,0,1,81,1,
slowdown_1_5_seed65_aggregate_csv_extended,slowdown_1_5,65,aggregate_extended,0,1,5,1,
slowdown_1_5_seed65_windowed_csv,slowdown_1_5,65,windowed,0,1,81,1,
slowdown_1_5_seed66_aggregate_csv_extended,slowdown_1_5,66,aggregate_extended,0,1,5,1,
slowdown_1_5_seed66_windowed_csv,slowdown_1_5,66,windowed,0,1,81,1,
slowdown_1_5_seed67_aggregate_csv_extended,slowdown_1_5,67,aggregate_extended,0,1,5,1,
slowdown_1_5_seed67_windowed_csv,slowdown_1_5,67,windowed,0,1,81,1,
slowdown_1_5_seed68_aggregate_csv_extended,slowdown_1_5,68,aggregate_extended,0,1,5,1,
slowdown_1_5_seed68_windowed_csv,slowdown_1_5,68,windowed,0,1,81,1,
slowdown_1_5_seed69_aggregate_csv_extended,slowdown_1_5,69,aggregate_extended,0,1,5,1,
slowdown_1_5_seed69_windowed_csv,slowdown_1_5,69,windowed,0,1,81,1,
slowdown_1_5_seed70_aggregate_csv_extended,slowdown_1_5,70,aggregate_extended,0,1,5,1,
slowdown_1_5_seed70_windowed_csv,slowdown_1_5,70,windowed,0,1,81,1,
slowdown_1_5_seed71_aggregate_csv_extended,slowdown_1_5,71,aggregate_extended,0,1,5,1,
slowdown_1_5_seed71_windowed_csv,slowdown_1_5,71,windowed,0,1,81,1,
slowdown_1_5_seed42_event_trace,slowdown_1_5,42,event_trace,0,1,27,1,
static_canonical_csv,,42,static_csv,0,1,5,1,
negative_dynamic_bad_num_reads,,,negative,1,0,0,0,divisible by 20
negative_invalid_slowdown_zero,,,negative,1,0,0,0,must be positive
negative_invalid_slowdown_nan,,,negative,1,0,0,0,must be a number
negative_invalid_scenario,,,negative,1,0,0,0,invalid --scenario
