scenario,num_disks,seed,num_reads,num_stripes,zipf_s,num_windows,window_size,policy,timeout_ms,p50_ms,p95_ms,p99_ms,p99_improvement_pct,post_onset_p95_auc_ms,post_onset_p99_auc_ms,issued_shard_reads,bandwidth_overhead_pct,parity_reads,pre_slowdown_parity_reads,recovery_parity_reads,proactive_or_degraded_reads,decode_count,migration_triggers,migration_true_positives,migration_false_positives,migration_false_negatives,first_detection_latency_reads,first_mitigation_latency_reads,recovery_regret_reads,post_warmup_windowed_p99_ms,severe_window_p99_ms,read_bypass_eligible_events,read_bypass_triggered_events,read_bypass_coverage_pct
dynamic_overlap_100d_4pct_hdd,100,47,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.6,17.6,55.0,0.0,19.0,559.1,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,63.3,63.9,-1,-1,-1.0
dynamic_overlap_100d_4pct_hdd,100,47,1000000,5000,1.0,20,50000,late_binding,15.0,10.8,14.4,23.6,57.1,10.0,214.8,5000000,25.0,1000000,150000,10305,1000000,798327,0,-1,-1,-1,-1,9,17438,26.4,27.1,-1,-1,-1.0
dynamic_overlap_100d_4pct_hdd,100,47,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.6,17.5,27.5,49.9,18.0,220.1,4180870,4.5,180870,24012,8865,180870,23149,0,-1,-1,-1,9,9,10736,28.0,28.8,-1,-1,-1.0
dynamic_overlap_100d_4pct_hdd,100,47,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.2,21.2,61.4,7.8,136.7,4018579,0.5,18579,0,6995,18579,17349,6,6,0,1222,81,81,8614,22.4,24.6,17442,15378,88.2
dynamic_overlap_100d_4pct_hdd,100,48,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.6,17.6,55.2,0.0,18.0,559.5,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,63.7,64.3,-1,-1,-1.0
dynamic_overlap_100d_4pct_hdd,100,48,1000000,5000,1.0,20,50000,late_binding,15.0,10.8,14.4,23.5,57.3,10.1,211.5,5000000,25.0,1000000,150000,10073,1000000,798532,0,-1,-1,-1,-1,19,17219,26.6,27.0,-1,-1,-1.0
dynamic_overlap_100d_4pct_hdd,100,48,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.6,17.5,27.4,50.3,17.1,215.6,4181253,4.5,181253,24350,8583,181253,22880,0,-1,-1,-1,199,199,10462,28.3,28.4,-1,-1,-1.0
dynamic_overlap_100d_4pct_hdd,100,48,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,21.2,61.5,7.1,136.2,4018050,0.5,18050,0,6643,18050,16928,6,6,0,1193,499,499,8249,22.6,25.4,17109,15092,88.2
dynamic_overlap_100d_4pct_hdd,100,49,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.6,17.6,55.4,0.0,18.5,563.1,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,63.4,64.7,-1,-1,-1.0
dynamic_overlap_100d_4pct_hdd,100,49,1000000,5000,1.0,20,50000,late_binding,15.0,10.8,14.4,23.6,57.5,10.2,213.2,5000000,25.0,1000000,150000,10150,1000000,798304,0,-1,-1,-1,-1,13,17469,26.5,27.2,-1,-1,-1.0
dynamic_overlap_100d_4pct_hdd,100,49,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.6,17.5,27.4,50.5,17.6,219.0,4180965,4.5,180965,24215,8713,180965,23254,0,-1,-1,-1,13,32,10633,28.3,28.6,-1,-1,-1.0
dynamic_overlap_100d_4pct_hdd,100,49,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.2,21.3,61.5,7.7,139.6,4018550,0.5,18550,0,6769,18550,17395,6,6,0,1210,1957,1957,8417,22.9,24.7,17643,15470,87.7
dynamic_overlap_100d_4pct_hdd,100,50,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.6,17.6,54.6,0.0,17.2,557.9,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,63.5,64.3,-1,-1,-1.0
dynamic_overlap_100d_4pct_hdd,100,50,1000000,5000,1.0,20,50000,late_binding,15.0,10.8,14.4,23.1,57.8,9.9,209.9,5000000,25.0,1000000,150000,10098,1000000,798975,0,-1,-1,-1,-1,2,17337,26.4,26.6,-1,-1,-1.0
dynamic_overlap_100d_4pct_hdd,100,50,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.6,17.5,27.3,50.1,16.4,216.1,4181314,4.5,181314,24316,8656,181314,22645,0,-1,-1,-1,2,51,10537,28.2,28.5,-1,-1,-1.0
dynamic_overlap_100d_4pct_hdd,100,50,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,21.1,61.4,6.9,132.3,4017993,0.4,17993,0,6782,17993,16829,6,6,0,1214,742,749,8391,22.2,25.1,17124,14919,87.1
dynamic_overlap_100d_4pct_hdd,100,51,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.6,17.6,55.0,0.0,18.3,558.8,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,63.4,64.5,-1,-1,-1.0
dynamic_overlap_100d_4pct_hdd,100,51,1000000,5000,1.0,20,50000,late_binding,15.0,10.8,14.4,23.5,57.2,10.1,211.6,5000000,25.0,1000000,150000,10107,1000000,798861,0,-1,-1,-1,-1,6,17401,26.6,27.0,-1,-1,-1.0
dynamic_overlap_100d_4pct_hdd,100,51,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.6,17.5,27.4,50.1,17.3,217.6,4181641,4.5,181641,24297,8634,181641,22998,0,-1,-1,-1,6,6,10483,28.2,28.7,-1,-1,-1.0
dynamic_overlap_100d_4pct_hdd,100,51,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.2,21.3,61.2,7.4,136.7,4018460,0.5,18460,0,6819,18460,17329,6,6,0,1205,374,374,8457,22.3,25.1,17519,15427,88.1
dynamic_overlap_100d_4pct_hdd,100,52,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.6,17.6,54.6,0.0,17.8,556.9,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,62.4,63.8,-1,-1,-1.0
dynamic_overlap_100d_4pct_hdd,100,52,1000000,5000,1.0,20,50000,late_binding,15.0,10.8,14.4,23.2,57.5,9.9,211.7,5000000,25.0,1000000,150000,10015,1000000,798796,0,-1,-1,-1,-1,21,17359,26.6,27.0,-1,-1,-1.0
dynamic_overlap_100d_4pct_hdd,100,52,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.6,17.5,27.4,49.9,17.0,216.6,4181181,4.5,181181,24278,8623,181181,22621,0,-1,-1,-1,21,21,10519,28.3,28.8,-1,-1,-1.0
dynamic_overlap_100d_4pct_hdd,100,52,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.2,21.2,61.2,7.4,138.5,4018312,0.5,18312,0,6763,18312,17126,6,6,0,1199,759,759,8392,22.8,25.0,17295,15231,88.1
dynamic_overlap_100d_4pct_hdd,100,53,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.6,17.6,54.7,0.0,17.8,557.1,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,62.9,63.8,-1,-1,-1.0
dynamic_overlap_100d_4pct_hdd,100,53,1000000,5000,1.0,20,50000,late_binding,15.0,10.8,14.4,23.4,57.2,9.6,211.0,5000000,25.0,1000000,150000,9965,1000000,798466,0,-1,-1,-1,-1,1,17219,26.1,26.7,-1,-1,-1.0
dynamic_overlap_100d_4pct_hdd,100,53,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.6,17.5,27.4,50.0,17.0,215.2,4181299,4.5,181299,24278,8484,181299,22675,0,-1,-1,-1,1,164,10316,28.1,28.6,-1,-1,-1.0
dynamic_overlap_100d_4pct_hdd,100,53,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,21.3,61.1,7.3,135.8,4018229,0.5,18229,0,6695,18229,17077,6,6,0,1193,510,510,8368,22.8,25.0,17199,15125,87.9
dynamic_overlap_100d_4pct_hdd,100,54,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.6,17.6,55.0,0.0,17.9,559.7,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,63.5,64.1,-1,-1,-1.0
dynamic_overlap_100d_4pct_hdd,100,54,1000000,5000,1.0,20,50000,late_binding,15.0,10.8,14.4,23.6,57.1,10.3,214.5,5000000,25.0,1000000,150000,10245,1000000,797995,0,-1,-1,-1,-1,31,17496,26.8,27.5,-1,-1,-1.0
dynamic_overlap_100d_4pct_hdd,100,54,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.6,17.5,27.5,50.0,17.1,218.4,4181072,4.5,181072,24333,8791,181072,22978,0,-1,-1,-1,31,56,10666,28.4,28.9,-1,-1,-1.0
dynamic_overlap_100d_4pct_hdd,100,54,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,21.3,61.3,7.3,135.6,4018424,0.5,18424,0,6915,18424,17222,6,6,0,1210,1294,1294,8544,22.4,25.0,17434,15365,88.1
dynamic_overlap_100d_4pct_hdd,100,55,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.6,17.6,54.6,0.0,17.8,555.0,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,63.0,63.9,-1,-1,-1.0
dynamic_overlap_100d_4pct_hdd,100,55,1000000,5000,1.0,20,50000,late_binding,15.0,10.8,14.4,23.5,57.0,10.1,211.6,5000000,25.0,1000000,150000,10119,1000000,798791,0,-1,-1,-1,-1,4,17293,26.2,27.0,-1,-1,-1.0
dynamic_overlap_100d_4pct_hdd,100,55,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.6,17.5,27.4,49.8,17.2,217.1,4181579,4.5,181579,24352,8605,181579,22786,0,-1,-1,-1,4,4,10507,28.0,29.1,-1,-1,-1.0
dynamic_overlap_100d_4pct_hdd,100,55,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.2,21.3,61.1,7.4,135.9,4018393,0.5,18393,0,6786,18393,17216,6,6,0,1208,815,815,8420,22.5,25.0,17300,15339,88.7
dynamic_overlap_100d_4pct_hdd,100,56,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.6,17.6,54.5,0.0,18.0,555.4,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,62.8,63.9,-1,-1,-1.0
