scenario_id,strategy_id,scenario,seed,num_disks,num_stripes,k,m,shard_size_bytes,migrated_shards,migrated_bytes,full_disk_bytes,cost_ratio,full_disk_cost_multiplier,stripe_level_migrated_stripes,stripe_level_migrated_shards,stripe_level_bytes,stripe_level_cost_ratio,pre_slowdown_migrations,migration_true_positives,migration_false_positives,migration_false_negatives
realistic_2pct,threshold_d2_a010,dynamic_realistic_100d_2pct_hdd,71,100,5000,4,2,4096,21,86016,2457600,0.035,28.571429,11,66,270336,0.11,0,21,0,542
realistic_2pct,threshold_d2_a005,dynamic_realistic_100d_2pct_hdd,71,100,5000,4,2,4096,20,81920,2457600,0.033333,30,10,60,245760,0.1,0,20,0,547
overlap_4pct,t28_default,dynamic_overlap_100d_4pct_hdd,42,100,5000,4,2,4096,6,24576,4915200,0.005,200,2,12,49152,0.01,0,6,0,1189
overlap_4pct,migration_disabled,dynamic_overlap_100d_4pct_hdd,42,100,5000,4,2,4096,0,0,4915200,0,inf,0,0,0,0,0,0,0,1199
overlap_4pct,threshold_d2_a010,dynamic_overlap_100d_4pct_hdd,42,100,5000,4,2,4096,42,172032,4915200,0.035,28.571429,16,96,393216,0.08,0,38,0,1129
overlap_4pct,threshold_d2_a005,dynamic_overlap_100d_4pct_hdd,42,100,5000,4,2,4096,39,159744,4915200,0.0325,30.769231,15,90,368640,0.075,0,35,0,1135
overlap_4pct,t28_default,dynamic_overlap_100d_4pct_hdd,43,100,5000,4,2,4096,6,24576,4915200,0.005,200,2,12,49152,0.01,0,6,0,1220
overlap_4pct,migration_disabled,dynamic_overlap_100d_4pct_hdd,43,100,5000,4,2,4096,0,0,4915200,0,inf,0,0,0,0,0,0,0,1230
overlap_4pct,threshold_d2_a010,dynamic_overlap_100d_4pct_hdd,43,100,5000,4,2,4096,44,180224,4915200,0.036667,27.272727,16,96,393216,0.08,0,43,0,1155
overlap_4pct,threshold_d2_a005,dynamic_overlap_100d_4pct_hdd,43,100,5000,4,2,4096,42,172032,4915200,0.035,28.571429,16,96,393216,0.08,0,42,0,1164
overlap_4pct,t28_default,dynamic_overlap_100d_4pct_hdd,44,100,5000,4,2,4096,6,24576,4915200,0.005,200,2,12,49152,0.01,0,5,0,1211
overlap_4pct,migration_disabled,dynamic_overlap_100d_4pct_hdd,44,100,5000,4,2,4096,0,0,4915200,0,inf,0,0,0,0,0,0,0,1221
overlap_4pct,threshold_d2_a010,dynamic_overlap_100d_4pct_hdd,44,100,5000,4,2,4096,44,180224,4915200,0.036667,27.272727,16,96,393216,0.08,0,41,0,1145
overlap_4pct,threshold_d2_a005,dynamic_overlap_100d_4pct_hdd,44,100,5000,4,2,4096,43,176128,4915200,0.035833,27.906977,16,96,393216,0.08,0,43,0,1152
overlap_4pct,t28_default,dynamic_overlap_100d_4pct_hdd,45,100,5000,4,2,4096,6,24576,4915200,0.005,200,2,12,49152,0.01,0,6,0,1224
overlap_4pct,migration_disabled,dynamic_overlap_100d_4pct_hdd,45,100,5000,4,2,4096,0,0,4915200,0,inf,0,0,0,0,0,0,0,1234
overlap_4pct,threshold_d2_a010,dynamic_overlap_100d_4pct_hdd,45,100,5000,4,2,4096,44,180224,4915200,0.036667,27.272727,16,96,393216,0.08,0,43,0,1162
overlap_4pct,threshold_d2_a005,dynamic_overlap_100d_4pct_hdd,45,100,5000,4,2,4096,41,167936,4915200,0.034167,29.268293,16,96,393216,0.08,0,41,0,1169
overlap_4pct,t28_default,dynamic_overlap_100d_4pct_hdd,46,100,5000,4,2,4096,6,24576,4915200,0.005,200,2,12,49152,0.01,0,6,0,1204
overlap_4pct,migration_disabled,dynamic_overlap_100d_4pct_hdd,46,100,5000,4,2,4096,0,0,4915200,0,inf,0,0,0,0,0,0,0,1214
overlap_4pct,threshold_d2_a010,dynamic_overlap_100d_4pct_hdd,46,100,5000,4,2,4096,44,180224,4915200,0.036667,27.272727,16,96,393216,0.08,0,42,0,1140
overlap_4pct,threshold_d2_a005,dynamic_overlap_100d_4pct_hdd,46,100,5000,4,2,4096,41,167936,4915200,0.034167,29.268293,16,96,393216,0.08,0,40,0,1147
overlap_4pct,t28_default,dynamic_overlap_100d_4pct_hdd,47,100,5000,4,2,4096,6,24576,4915200,0.005,200,2,12,49152,0.01,0,6,0,1222
overlap_4pct,migration_disabled,dynamic_overlap_100d_4pct_hdd,47,100,5000,4,2,4096,0,0,4915200,0,inf,0,0,0,0,0,0,0,1232
overlap_4pct,threshold_d2_a010,dynamic_overlap_100d_4pct_hdd,47,100,5000,4,2,4096,44,180224,4915200,0.036667,27.272727,16,96,393216,0.08,0,40,0,1158
overlap_4pct,threshold_d2_a005,dynamic_overlap_100d_4pct_hdd,47,100,5000,4,2,4096,40,163840,4915200,0.033333,30,15,90,368640,0.075,0,37,0,1166
overlap_4pct,t28_default,dynamic_overlap_100d_4pct_hdd,48,100,5000,4,2,4096,6,24576,4915200,0.005,200,2,12,49152,0.01,0,6,0,1193
overlap_4pct,migration_disabled,dynamic_overlap_100d_4pct_hdd,48,100,5000,4,2,4096,0,0,4915200,0,inf,0,0,0,0,0,0,0,1204
overlap_4pct,threshold_d2_a010,dynamic_overlap_100d_4pct_hdd,48,100,5000,4,2,4096,44,180224,4915200,0.036667,27.272727,16,96,393216,0.08,0,40,0,1131
overlap_4pct,threshold_d2_a005,dynamic_overlap_100d_4pct_hdd,48,100,5000,4,2,4096,42,172032,4915200,0.035,28.571429,16,96,393216,0.08,0,41,0,1136
overlap_4pct,t28_default,dynamic_overlap_100d_4pct_hdd,49,100,5000,4,2,4096,6,24576,4915200,0.005,200,2,12,49152,0.01,0,6,0,1210
overlap_4pct,migration_disabled,dynamic_overlap_100d_4pct_hdd,49,100,5000,4,2,4096,0,0,4915200,0,inf,0,0,0,0,0,0,0,1220
overlap_4pct,threshold_d2_a010,dynamic_overlap_100d_4pct_hdd,49,100,5000,4,2,4096,43,176128,4915200,0.035833,27.906977,16,96,393216,0.08,0,42,0,1148
overlap_4pct,threshold_d2_a005,dynamic_overlap_100d_4pct_hdd,49,100,5000,4,2,4096,42,172032,4915200,0.035,28.571429,16,96,393216,0.08,0,42,0,1153
overlap_4pct,t28_default,dynamic_overlap_100d_4pct_hdd,50,100,5000,4,2,4096,6,24576,4915200,0.005,200,2,12,49152,0.01,0,6,0,1214
overlap_4pct,migration_disabled,dynamic_overlap_100d_4pct_hdd,50,100,5000,4,2,4096,0,0,4915200,0,inf,0,0,0,0,0,0,0,1224
overlap_4pct,threshold_d2_a010,dynamic_overlap_100d_4pct_hdd,50,100,5000,4,2,4096,44,180224,4915200,0.036667,27.272727,16,96,393216,0.08,0,43,0,1150
overlap_4pct,threshold_d2_a005,dynamic_overlap_100d_4pct_hdd,50,100,5000,4,2,4096,39,159744,4915200,0.0325,30.769231,15,90,368640,0.075,0,38,0,1157
overlap_4pct,t28_default,dynamic_overlap_100d_4pct_hdd,51,100,5000,4,2,4096,6,24576,4915200,0.005,200,2,12,49152,0.01,0,6,0,1205
overlap_4pct,migration_disabled,dynamic_overlap_100d_4pct_hdd,51,100,5000,4,2,4096,0,0,4915200,0,inf,0,0,0,0,0,0,0,1215
overlap_4pct,threshold_d2_a010,dynamic_overlap_100d_4pct_hdd,51,100,5000,4,2,4096,44,180224,4915200,0.036667,27.272727,16,96,393216,0.08,0,39,0,1143
