label,candidate_id,a_abs,b_abs,theta_s,theta_d,non_floor_boundary,post_warmup_gap_ms,severe_gap_ms,bw_ratio_median,bw_ratio_delta_vs_corrected,coverage_pct,coverage_delta_vs_corrected,pre_slowdown_parity_reads,recovery_parity_reads,migration_fp_max
corrected_cost_winner,t2_8_2_3|A=25|B=15|S=0.03|D=12,25,15,0.03,12,1,-10.05,-12.25,0.4,0,90.75,0,0,5154.5,0
t2823_reported_selected,t2_8_2_3|A=15|B=15|S=0.05|D=12,15,15,0.05,12,1,-10.1,-12.2,0.415,0.015,95.5,4.75,22,5072,0
top_bracketed_plateau,t2_8_2_3|A=20|B=20|S=0.03|D=12,20,20,0.03,12,0,-10.1,-12.2,0.419,0.019,94.35,3.6,0,4961,0
