scenario,num_disks,seed,num_reads,num_stripes,zipf_s,num_windows,window_size,policy,timeout_ms,p50_ms,p95_ms,p99_ms,p99_improvement_pct,post_onset_p95_auc_ms,post_onset_p99_auc_ms,issued_shard_reads,bandwidth_overhead_pct,parity_reads,pre_slowdown_parity_reads,recovery_parity_reads,proactive_or_degraded_reads,decode_count,migration_triggers,migration_true_positives,migration_false_positives,migration_false_negatives,first_detection_latency_reads,first_mitigation_latency_reads,recovery_regret_reads,post_warmup_windowed_p99_ms,severe_window_p99_ms,read_bypass_eligible_events,read_bypass_triggered_events,read_bypass_coverage_pct
dynamic_sensitivity_100d_20pct_hdd,100,43,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.7,23.4,78.4,0.0,394.8,608.4,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,39.8,98.1,-1,-1,-1.0
dynamic_sensitivity_100d_20pct_hdd,100,43,1000000,5000,1.0,20,50000,late_binding,15.0,10.9,19.2,64.2,18.2,332.0,467.2,5000000,25.0,1000000,150000,20426,1000000,796041,0,-1,-1,-1,-1,8,64756,32.5,75.4,-1,-1,-1.0
dynamic_sensitivity_100d_20pct_hdd,100,43,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.7,22.6,66.9,14.6,330.4,469.2,4216572,5.4,216572,24335,16830,216572,33049,0,-1,-1,-1,8,8,25416,36.0,78.7,-1,-1,-1.0
dynamic_sensitivity_100d_20pct_hdd,100,43,1000000,5000,1.0,20,50000,health_ec,15.0,12.7,19.5,62.7,20.0,273.2,448.0,4043052,1.1,43052,0,10272,43052,35162,21,21,0,5863,603,603,14201,36.0,75.7,36831,26729,72.6
