candidate_id,grid_name,a_abs,b_abs,theta_s,theta_d,theta_d_mult,seeds,num_runs,feasible,p50_ms_median,p50_ms_min,p50_ms_max,p50_ms_sum,p95_ms_median,p95_ms_min,p95_ms_max,p95_ms_sum,p99_ms_median,p99_ms_min,p99_ms_max,p99_ms_sum,p99_improvement_pct_median,p99_improvement_pct_min,p99_improvement_pct_max,p99_improvement_pct_sum,post_onset_p95_auc_ms_median,post_onset_p95_auc_ms_min,post_onset_p95_auc_ms_max,post_onset_p95_auc_ms_sum,post_onset_p99_auc_ms_median,post_onset_p99_auc_ms_min,post_onset_p99_auc_ms_max,post_onset_p99_auc_ms_sum,bandwidth_overhead_pct_median,bandwidth_overhead_pct_min,bandwidth_overhead_pct_max,bandwidth_overhead_pct_sum,parity_reads_median,parity_reads_min,parity_reads_max,parity_reads_sum,pre_slowdown_parity_reads_median,pre_slowdown_parity_reads_min,pre_slowdown_parity_reads_max,pre_slowdown_parity_reads_sum,recovery_parity_reads_median,recovery_parity_reads_min,recovery_parity_reads_max,recovery_parity_reads_sum,proactive_or_degraded_reads_median,proactive_or_degraded_reads_min,proactive_or_degraded_reads_max,proactive_or_degraded_reads_sum,decode_count_median,decode_count_min,decode_count_max,decode_count_sum,migration_triggers_median,migration_triggers_min,migration_triggers_max,migration_triggers_sum,migration_true_positives_median,migration_true_positives_min,migration_true_positives_max,migration_true_positives_sum,migration_false_positives_median,migration_false_positives_min,migration_false_positives_max,migration_false_positives_sum,migration_false_negatives_median,migration_false_negatives_min,migration_false_negatives_max,migration_false_negatives_sum,first_detection_latency_reads_median,first_detection_latency_reads_min,first_detection_latency_reads_max,first_detection_latency_reads_sum,first_mitigation_latency_reads_median,first_mitigation_latency_reads_min,first_mitigation_latency_reads_max,first_mitigation_latency_reads_sum,recovery_regret_reads_median,recovery_regret_reads_min,recovery_regret_reads_max,recovery_regret_reads_sum
expanded|A=15|B=15|S=1.7|D=1.7,expanded,15,15,1.7,1.7,1,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.8,12.8,12.9,128.1,32.1,31.6,32.5,320.4,71.45,70.4,72.6,713.4,21.7,20.9,23.3,219.1,357.4,349.8,362.1,3569.3,526.75,509.8,537.6,5264.1,0.2,0.2,0.2,2,823,754,888,8233,0.5,0,10,23,3,2,4,32,823,754,888,8233,806.5,744,869,8084,32,31,32,316,32,31,32,316,0,0,0,0,652,642,664,6523,10,3,29,126,11,3,29,130,72.5,48,108,735
expanded|A=15|B=15|S=1.7|D=2.55,expanded,15,15,1.7,2.55,1.5,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.85,12.8,12.9,128.5,32.2,31.7,32.6,321.7,71.45,70.4,72.6,714.1,21.6,20.9,23.2,218.4,358.75,350.5,363.8,3582.3,527.65,511.8,538.8,5275.9,0.4,0.4,0.4,4,1506,1409,1560,14964,0.5,0,10,23,20,16,32,206,1506,1409,1560,14964,1487,1395,1540,14772,24,23,24,239,24,23,24,239,0,0,0,0,666,657,676,6665,10,3,29,126,11,3,29,130,316,302,353,3187
expanded|A=15|B=15|S=1.7|D=3.4,expanded,15,15,1.7,3.4,2,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.8,12.9,128.6,32.3,31.9,32.7,322.8,71.45,70.5,72.7,714.3,21.55,20.9,23.2,218,359.6,352.2,365,3593.2,528.25,514,539.6,5285.3,0.55,0.5,0.6,5.5,2217.5,2052,2285,21945,0.5,0,10,23,75.5,54,101,758,2217.5,2052,2285,21945,2191.5,2036,2263,21694,18,18,18,180,18,18,18,180,0,0,0,0,676.5,669,688,6777,10,3,29,126,11,3,29,130,648.5,608,681,6464
expanded|A=20|B=10|S=1.7|D=4.25,expanded,20,10,1.7,4.25,2.5,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.8,12.9,128.9,32.4,32.1,32.7,324,71.55,70.6,72.7,715.2,21.55,20.7,23.2,217,360.55,354.5,365.4,3604.3,528.35,514.3,539.9,5291.7,0.6,0.5,0.6,5.8,2317.5,2143,2462,22899,0,0,0,0,163.5,77,298,1695,2317.5,2143,2462,22899,2295.5,2130,2433,22700,16,15,16,159,16,15,16,159,0,0,0,0,678.5,670,692,6798,11,5,95,215,11,5,95,215,841.5,750,961,8471
expanded|A=15|B=20|S=1.7|D=1.7,expanded,15,20,1.7,1.7,1,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.85,12.8,12.9,128.5,32.45,32,32.9,324.6,71.55,70.6,72.7,715.5,21.45,20.6,23.1,216.9,360.2,353.3,366.4,3602,528.85,512.9,539.4,5288.3,0.3,0.2,0.3,2.7,1027,926,1134,10324,0.5,0,10,18,4,2,6,40,1027,926,1134,10324,1008,913,1108,10127,31,29,32,307,31,29,32,307,0,0,0,0,658,649,671,6589,10,3,29,126,11,3,29,130,105,47,132,950
expanded|A=20|B=10|S=1.7|D=5.1,expanded,20,10,1.7,5.1,3,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.8,12.9,128.9,32.4,32.1,32.7,324,71.6,70.6,72.7,715.3,21.5,20.7,23.2,217,360.6,354.5,365.5,3606.1,528.9,514.5,540.8,5294.7,0.7,0.7,0.7,7,2792,2605,2921,27865,0,0,0,0,270,213,361,2760,2792,2605,2921,27865,2768.5,2587,2888,27619,14,14,14,140,14,14,14,140,0,0,0,0,685,675,696,6852,11,5,95,215,11,5,95,215,1080,1017,1190,10844
expanded|A=20|B=15|S=1.7|D=1.7,expanded,20,15,1.7,1.7,1,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.8,12.9,128.8,32.6,32.2,32.9,325.7,71.65,70.6,72.7,715.9,21.55,20.6,23.1,216.4,361.2,354.1,366.2,3608.9,529,513.3,540.7,5293.7,0.2,0.2,0.2,2,668.5,619,750,6726,0,0,0,0,3.5,1,8,39,668.5,619,750,6726,661,618,741,6675,31,30,32,313,31,30,32,313,0,0,0,0,655,644,668,6563,11,5,95,215,11,5,95,215,75.5,39,105,768
expanded|A=15|B=15|S=1.7|D=4.25,expanded,15,15,1.7,4.25,2.5,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.8,12.9,128.8,32.4,31.9,32.7,323.2,71.5,70.6,72.7,714.7,21.55,20.9,23.2,217.8,360.45,353.2,365.6,3598.8,529.1,514.6,540.1,5289.9,0.7,0.6,0.7,6.9,2793.5,2582,2990,27982,0.5,0,10,23,148.5,75,194,1461,2793.5,2582,2990,27982,2765.5,2551,2949,27668,15,14,16,153,15,14,16,153,0,0,0,0,685,673,693,6841,10,3,29,126,11,3,29,130,831.5,754,1007,8683
expanded|A=15|B=15|S=1.7|D=5.1,expanded,15,15,1.7,5.1,3,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.8,12.9,128.9,32.4,31.9,32.7,323.3,71.5,70.6,72.7,714.7,21.55,20.9,23.2,217.8,360.4,353.4,365.7,3600.4,529.25,515,540.7,5293.1,0.8,0.8,0.9,8.1,3188,3065,3413,32309,0.5,0,10,23,211.5,158,250,2087,3188,3065,3413,32309,3157,3034,3373,31947,14,14,14,140,14,14,14,140,0,0,0,0,687.5,677,697,6868,10,3,29,126,11,3,29,130,1022,970,1076,10248
expanded|A=20|B=15|S=1.7|D=2.55,expanded,20,15,1.7,2.55,1.5,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.8,12.9,128.9,32.7,32.3,33,326.6,71.75,70.7,72.7,716.5,21.5,20.6,23,216,362.55,355.1,366.8,3619.6,529.4,514.1,541.1,5301.3,0.3,0.3,0.3,3,1251,1159,1297,12375,0,0,0,0,16,13,21,162,1251,1159,1297,12375,1240,1153,1287,12280,24,23,25,238,24,23,25,238,0,0,0,0,667.5,656,680,6682,11,5,95,215,11,5,95,215,295.5,273,322,2963
expanded|A=10|B=20|S=1.7|D=4.25,expanded,10,20,1.7,4.25,2.5,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.8,12.8,12.8,128,32.3,32,32.8,323.7,71.55,70.6,72.7,714.9,21.55,20.8,23.2,217.6,360.7,354.5,366.3,3606.3,529.65,516.2,538.8,5299.3,1.45,1.4,1.6,14.6,5802.5,5521,6248,58500,342,310,406,3532,242.5,177,273,2379,5802.5,5521,6248,58500,5234.5,5017,5652,52973,14.5,14,16,146,14.5,14,16,146,0,0,0,0,687,678,699,6879,7.5,3,21,91,8,3,21,98,1067,853,1089,10389
expanded|A=10|B=20|S=1.7|D=5.1,expanded,10,20,1.7,5.1,3,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.8,12.8,12.8,128,32.35,32,32.8,323.9,71.55,70.7,72.7,715,21.55,20.8,23.1,217.5,360.8,355,366.4,3609,529.85,517,539.1,5301,1.6,1.5,1.7,15.8,6270.5,5877,6654,62913,342,310,406,3532,267,249,360,2888,6270.5,5877,6654,62913,5722,5357,6102,57353,13,12,14,132,13,12,14,132,0,0,0,0,691.5,679,701,6907,7.5,3,21,91,8,3,21,98,1102.5,1025,1369,11509
expanded|A=15|B=20|S=1.7|D=2.55,expanded,15,20,1.7,2.55,1.5,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.8,12.9,128.9,32.6,32.2,33.1,326.2,71.65,70.7,72.8,716,21.4,20.6,23.1,216.5,361.95,355,367.9,3619.1,529.95,514.1,540.5,5302.2,0.45,0.4,0.5,4.5,1801,1695,1898,17837,0.5,0,10,18,20.5,15,25,201,1801,1695,1898,17837,1772,1675,1869,17594,23,22,24,231,23,22,24,231,0,0,0,0,672,662,684,6723,10,3,29,126,11,3,29,130,306.5,280,403,3295
expanded|A=20|B=15|S=1.7|D=3.4,expanded,20,15,1.7,3.4,2,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.9,12.9,129,32.75,32.4,33.1,327.6,71.75,70.7,72.8,716.7,21.4,20.6,22.9,215.3,363.45,356.1,367.5,3630.4,530.4,515.5,543.3,5312,0.4,0.4,0.5,4.4,1797.5,1744,1960,18240,0,0,0,0,38,33,62,416,1797.5,1744,1960,18240,1786,1726,1947,18105,18,18,18,180,18,18,18,180,0,0,0,0,678,669,690,6783,11,5,95,215,11,5,95,215,588,555,635,5896
expanded|A=15|B=20|S=1.7|D=3.4,expanded,15,20,1.7,3.4,2,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.9,12.9,129,32.7,32.3,33.2,327.3,71.7,70.8,72.8,716.5,21.3,20.6,23.1,215.7,363,357,369,3631.8,531.35,515.4,542,5312.4,0.6,0.6,0.7,6.1,2460.5,2257,2620,24377,0.5,0,10,18,56.5,46,68,550,2460.5,2257,2620,24377,2430.5,2234,2580,24073,18,18,18,180,18,18,18,180,0,0,0,0,682,674,696,6824,10,3,29,126,11,3,29,130,621,573,643,6116
expanded|A=20|B=15|S=1.7|D=4.25,expanded,20,15,1.7,4.25,2.5,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.9,12.9,129,32.85,32.4,33.2,328.4,71.8,70.7,72.8,717,21.45,20.6,22.8,215.1,364.65,356.9,368,3637.5,531.55,516.3,543.9,5320.6,0.6,0.6,0.6,6,2362,2211,2521,23582,0,0,0,0,67.5,41,108,718,2362,2211,2521,23582,2343,2191,2499,23394,15,14,16,151,15,14,16,151,0,0,0,0,685.5,673,693,6843,11,5,95,215,11,5,95,215,797,680,905,7891
expanded|A=20|B=20|S=1.7|D=1.7,expanded,20,20,1.7,1.7,1,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.8,12.9,128.9,33,32.6,33.3,329.6,71.85,70.8,72.8,717.6,21.35,20.4,22.9,214.4,363.95,357.4,368.6,3637.8,531.55,515.3,543,5317.1,0.2,0.2,0.2,2,790.5,731,919,7991,0,0,0,0,3,2,7,37,790.5,731,919,7991,783,723,910,7915,31,29,31,306,31,29,31,306,0,0,0,0,660,652,670,6613,11,5,95,215,11,5,95,215,88.5,35,124,846
primary|A=15|B=15|S=2|D=2,primary,15,15,2,2,1,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.8,12.9,128.9,33.35,32.8,33.9,333.9,72.45,71.4,73.1,722.4,20.9,19.9,22,209.3,365.8,358.2,372.3,3648.3,531.6,521.7,543.5,5326.3,0.2,0.2,0.2,2,731.5,692,788,7318,0.5,0,10,22,2,0,5,19,731.5,692,788,7318,714.5,680,772,7182,28,26,29,281,28,26,29,281,0,0,0,0,659,651,669,6594,10,3,29,126,11,3,29,130,45.5,0,93,396
expanded|A=15|B=15|S=2|D=2,expanded,15,15,2,2,1,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.8,12.9,128.9,33.35,32.8,33.9,333.9,72.45,71.4,73.1,722.4,20.9,19.9,22,209.3,365.8,358.2,372.3,3648.3,531.6,521.7,543.5,5326.3,0.2,0.2,0.2,2,731.5,692,788,7318,0.5,0,10,22,2,0,5,19,731.5,692,788,7318,714.5,680,772,7182,28,26,29,281,28,26,29,281,0,0,0,0,659,651,669,6594,10,3,29,126,11,3,29,130,45.5,0,93,396
expanded|A=20|B=15|S=1.7|D=5.1,expanded,20,15,1.7,5.1,3,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.9,12.9,129,32.85,32.5,33.2,328.6,71.8,70.7,72.8,717.2,21.35,20.6,22.9,214.9,364.65,357,368.4,3639.4,531.9,516.4,544.2,5322.4,0.7,0.6,0.7,6.9,2785,2532,2929,27584,0,0,0,0,106.5,72,117,992,2785,2532,2929,27584,2761.5,2509,2907,27359,14,14,14,140,14,14,14,140,0,0,0,0,687,677,698,6867,11,5,95,215,11,5,95,215,892,814,935,8897
expanded|A=15|B=20|S=1.7|D=4.25,expanded,15,20,1.7,4.25,2.5,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.9,12.9,129,32.85,32.4,33.2,328.2,71.8,70.8,72.8,716.8,21.3,20.6,23,215.5,364.2,357.7,369.6,3638.1,531.9,516.4,542.3,5319.9,0.75,0.7,0.8,7.5,2990,2887,3283,30365,0.5,0,10,18,126,62,143,1193,2990,2887,3283,30365,2948,2860,3249,30022,14.5,14,16,146,14.5,14,16,146,0,0,0,0,688.5,678,699,6884,10,3,29,126,11,3,29,130,921.5,713,957,8995
expanded|A=15|B=20|S=1.7|D=5.1,expanded,15,20,1.7,5.1,3,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.9,12.9,129,32.85,32.4,33.2,328.1,71.8,70.8,72.8,716.9,21.3,20.6,22.9,215.3,364.2,358.1,369.2,3639.7,532.2,517.2,542.4,5322.1,0.9,0.8,0.9,8.8,3490,3348,3645,34852,0.5,0,10,18,149,117,212,1601,3490,3348,3645,34852,3453,3303,3604,34449,13,12,14,132,13,12,14,132,0,0,0,0,691.5,681,701,6909,10,3,29,126,11,3,29,130,964,895,1187,10013
expanded|A=20|B=20|S=1.7|D=2.55,expanded,20,20,1.7,2.55,1.5,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.9,12.9,129,33.15,32.7,33.5,331.3,71.95,70.9,72.9,718.2,21.25,20.4,22.8,214,365.2,360,371,3654.6,532.5,518,543.2,5330.4,0.4,0.3,0.4,3.8,1433.5,1308,1550,14303,0,0,0,0,16.5,11,22,159,1433.5,1308,1550,14303,1419,1302,1536,14179,23,22,24,229,23,22,24,229,0,0,0,0,673,661,684,6733,11,5,95,215,11,5,95,215,319.5,260,381,3209
expanded|A=10|B=30|S=1.7|D=1.7,expanded,10,30,1.7,1.7,1,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.8,12.8,12.8,128,33,32.6,33.4,329.5,71.95,70.9,72.7,718.3,21.35,20.2,22.6,213.8,364.5,358,369.4,3640.2,532.55,518.6,541,5321.8,1.1,1.1,1.2,11.3,4519.5,4464,4767,45791,338.5,310,406,3525,10.5,4,16,103,4519.5,4464,4767,45791,3976.5,3926,4228,40352,28,27,31,286,28,27,31,286,0,0,0,0,670,658,678,6696,7.5,3,21,91,8,3,21,98,128.5,42,188,1206
expanded|A=20|B=20|S=1.7|D=3.4,expanded,20,20,1.7,3.4,2,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.9,12.9,129,33.2,32.9,33.6,332.3,71.9,71,73,718.8,21.25,20.4,22.8,213.4,367.2,361.5,372.3,3668.6,533.35,519.2,544.4,5339.9,0.5,0.5,0.5,5,1987.5,1908,2070,19894,0,0,0,0,30,27,40,312,1987.5,1908,2070,19894,1971.5,1893,2049,19726,18,18,18,180,18,18,18,180,0,0,0,0,682.5,671,695,6822,11,5,95,215,11,5,95,215,562,541,595,5662
primary|A=15|B=15|S=2|D=3,primary,15,15,2,3,1.5,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.8,12.9,128.9,33.55,33,34,335.5,72.5,71.4,73.3,723.1,20.8,19.9,21.9,208.6,367.1,360,373.3,3664.6,533.5,523.1,543.9,5340.7,0.4,0.3,0.4,3.9,1440.5,1309,1548,14493,0.5,0,10,22,17.5,12,28,183,1440.5,1309,1548,14493,1421.5,1296,1525,14300,20,20,21,203,20,20,21,203,0,0,0,0,673,662,686,6736,10,3,29,126,11,3,29,130,339.5,253,379,3366
expanded|A=15|B=15|S=2|D=3,expanded,15,15,2,3,1.5,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.8,12.9,128.9,33.55,33,34,335.5,72.5,71.4,73.3,723.1,20.8,19.9,21.9,208.6,367.1,360,373.3,3664.6,533.5,523.1,543.9,5340.7,0.4,0.3,0.4,3.9,1440.5,1309,1548,14493,0.5,0,10,22,17.5,12,28,183,1440.5,1309,1548,14493,1421.5,1296,1525,14300,20,20,21,203,20,20,21,203,0,0,0,0,673,662,686,6736,10,3,29,126,11,3,29,130,339.5,253,379,3366
expanded|A=20|B=15|S=2|D=2,expanded,20,15,2,2,1,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.9,12.9,129,33.85,33.3,34.3,338.3,72.6,71.5,73.2,723.9,20.7,19.8,21.8,207.7,368.6,362.1,374.9,3680.5,533.6,525,546.8,5350.7,0.2,0.1,0.2,1.8,619.5,590,666,6216,0,0,0,0,1.5,0,3,16,619.5,590,666,6216,613.5,583,657,6163,28,26,29,278,28,26,29,278,0,0,0,0,663,653,673,6623,11,5,95,215,11,5,95,215,42.5,1,98,460
expanded|A=20|B=10|S=2|D=4,expanded,20,10,2,4,2,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.9,12.9,129,33.75,33.3,34.1,337.3,72.55,71.5,73.3,723.6,20.8,19.9,22,208.1,367.8,363,373.2,3679.6,533.75,526.5,546.3,5350.8,0.4,0.4,0.4,4,1667.5,1554,1742,16645,0,0,0,0,53,31,127,594,1667.5,1554,1742,16645,1657,1541,1722,16503,16,16,16,160,16,16,16,160,0,0,0,0,678.5,670,691,6797,11,5,95,215,11,5,95,215,602,569,651,6016
expanded|A=10|B=30|S=1.7|D=2.55,expanded,10,30,1.7,2.55,1.5,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.8,12.8,12.8,128,33.15,32.8,33.5,331.6,72.05,71,73,719.5,21.1,20.2,22.5,212.4,366.2,359.8,370.9,3659,533.95,520.7,541.6,5335.6,1.3,1.3,1.5,13.5,5350,5157,5866,53892,338.5,310,406,3525,49,26,69,470,5350,5157,5866,53892,4818,4598,5263,48463,21.5,21,22,215,21.5,21,22,215,0,0,0,0,680.5,670,694,6808,7.5,3,21,91,8,3,21,98,384.5,324,499,3952
primary|A=15|B=15|S=2|D=4,primary,15,15,2,4,2,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.9,12.9,129,33.7,33.1,34.1,336.7,72.55,71.4,73.3,723.4,20.8,19.9,21.9,208.4,367.9,362.2,374,3673.9,533.95,524.5,545.3,5346.8,0.5,0.5,0.6,5.2,2110,1980,2254,21207,0.5,0,10,22,64.5,37,76,622,2110,1980,2254,21207,2082.5,1958,2227,20943,16,16,16,160,16,16,16,160,0,0,0,0,682.5,674,696,6829,10,3,29,126,11,3,29,130,587.5,575,657,6063
expanded|A=15|B=15|S=2|D=4,expanded,15,15,2,4,2,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.9,12.9,129,33.7,33.1,34.1,336.7,72.55,71.4,73.3,723.4,20.8,19.9,21.9,208.4,367.9,362.2,374,3673.9,533.95,524.5,545.3,5346.8,0.5,0.5,0.6,5.2,2110,1980,2254,21207,0.5,0,10,22,64.5,37,76,622,2110,1980,2254,21207,2082.5,1958,2227,20943,16,16,16,160,16,16,16,160,0,0,0,0,682.5,674,696,6829,10,3,29,126,11,3,29,130,587.5,575,657,6063
expanded|A=15|B=20|S=2|D=2,expanded,15,20,2,2,1,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.8,12.9,128.9,33.8,33.3,34.4,338.4,72.55,71.5,73.3,724.1,20.75,19.7,21.8,207.8,368.25,361.4,374.2,3679.1,534.25,523.8,545.1,5347.5,0.2,0.2,0.3,2.2,958,872,1033,9540,0.5,0,9,17,3,2,8,32,958,872,1033,9540,939,861,1015,9364,27,26,28,268,27,26,28,268,0,0,0,0,666,656,677,6658,10,3,29,126,11,3,29,130,68,27,103,644
primary|A=15|B=15|S=2|D=5,primary,15,15,2,5,2.5,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.9,12.9,129,33.7,33.2,34.1,337,72.55,71.4,73.3,723.4,20.8,19.9,21.9,208.3,368.5,362.4,374.5,3678.1,534.35,524.8,545.6,5351.2,0.7,0.6,0.7,6.7,2643,2454,2808,26478,0.5,0,10,22,126,104,149,1248,2643,2454,2808,26478,2607.5,2418,2773,26159,14,14,14,140,14,14,14,140,0,0,0,0,686.5,677,698,6866,10,3,29,126,11,3,29,130,798,735,854,7998
expanded|A=15|B=15|S=2|D=5,expanded,15,15,2,5,2.5,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.9,12.9,129,33.7,33.2,34.1,337,72.55,71.4,73.3,723.4,20.8,19.9,21.9,208.3,368.5,362.4,374.5,3678.1,534.35,524.8,545.6,5351.2,0.7,0.6,0.7,6.7,2643,2454,2808,26478,0.5,0,10,22,126,104,149,1248,2643,2454,2808,26478,2607.5,2418,2773,26159,14,14,14,140,14,14,14,140,0,0,0,0,686.5,677,698,6866,10,3,29,126,11,3,29,130,798,735,854,7998
expanded|A=10|B=20|S=2|D=4,expanded,10,20,2,4,2,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.8,12.8,12.9,128.1,33.75,33.2,34.1,337.5,72.55,71.4,73.3,723.7,20.8,19.9,21.8,207.9,368.55,361.8,373.7,3682,534.35,526.7,545.7,5356.2,1.2,1.1,1.3,12,4847,4488,5009,47957,297,269,370,3099,107,88,127,1054,4847,4488,5009,47957,4381,4059,4519,43218,16,16,16,160,16,16,16,160,0,0,0,0,683.5,675,696,6851,7.5,3,21,91,8,3,21,98,628.5,599,695,6431
expanded|A=20|B=10|S=2|D=5,expanded,20,10,2,5,2.5,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.9,12.9,129,33.8,33.3,34.1,337.6,72.6,71.5,73.3,723.8,20.75,19.9,21.9,207.8,368.3,363.1,374,3683.1,534.5,526.6,546.8,5355.2,0.55,0.5,0.6,5.5,2240,2016,2399,22090,0,0,0,0,150,68,185,1337,2240,2016,2399,22090,2223,2001,2366,21893,14,14,14,140,14,14,14,140,0,0,0,0,685.5,675,697,6854,11,5,95,215,11,5,95,215,813.5,717,895,8059
expanded|A=10|B=20|S=2|D=5,expanded,10,20,2,5,2.5,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.8,12.8,12.9,128.2,33.8,33.2,34.2,338.1,72.55,71.4,73.3,724,20.8,19.9,21.8,207.7,369.1,362.5,374.2,3688.1,534.7,527.3,546.7,5361.1,1.3,1.3,1.4,13.4,5369,5134,5690,53921,297,269,370,3099,180,152,245,1873,5369,5134,5690,53921,4905.5,4656,5180,49105,14,13,14,138,14,13,14,138,0,0,0,0,689.5,681,700,6904,7.5,3,21,91,8,3,21,98,841.5,778,1029,8766
expanded|A=20|B=10|S=2|D=6,expanded,20,10,2,6,3,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.9,12.9,129,33.85,33.3,34.1,337.8,72.6,71.6,73.3,723.9,20.75,19.9,22,207.9,368.3,363.1,374,3683.2,534.7,526.8,546.9,5356.5,0.7,0.6,0.7,6.9,2717.5,2434,2843,27099,0,0,0,0,266,134,321,2546,2717.5,2434,2843,27099,2696,2415,2825,26865,12,12,12,120,12,12,12,120,0,0,0,0,688,679,699,6886,11,5,95,215,11,5,95,215,1068,917,1193,10783
expanded|A=15|B=30|S=1.7|D=1.7,expanded,15,30,1.7,1.7,1,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.9,12.9,129,33.4,33,33.9,334.2,72.15,71,73,720.3,21.05,20.1,22.4,211.7,367.2,360.1,373.8,3670.2,534.75,517.9,543.3,5340.7,0.4,0.4,0.5,4.4,1778,1613,2000,17998,0.5,0,10,18,6.5,2,11,60,1778,1613,2000,17998,1751.5,1589,1958,17706,28,27,30,283,28,27,30,283,0,0,0,0,669,658,679,6698,10,3,29,126,11,3,29,130,125,66,169,1170
expanded|A=10|B=20|S=2|D=6,expanded,10,20,2,6,3,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.85,12.8,12.9,128.5,33.8,33.3,34.2,338.2,72.55,71.4,73.3,724.1,20.75,19.9,21.8,207.6,369.3,362.8,374.8,3691.8,534.8,527.2,546.8,5363,1.5,1.4,1.5,14.8,5870,5650,6071,58800,297,269,370,3099,349.5,250,377,3259,5870,5650,6071,58800,5408.5,5204,5555,53989,11,10,12,110,11,10,12,110,0,0,0,0,693.5,684,706,6945,7.5,3,21,91,8,3,21,98,1258.5,1043,1347,12229
expanded|A=10|B=30|S=1.7|D=3.4,expanded,10,30,1.7,3.4,2,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.8,12.8,12.9,128.1,33.25,32.9,33.6,332.5,72.1,71.1,72.9,719.7,21.15,20.2,22.5,212.2,366.75,361.1,372.3,3669.2,534.85,522.1,542.4,5344.5,1.6,1.5,1.6,15.7,6264,5801,6522,62376,338.5,310,406,3525,124.5,99,196,1345,6264,5801,6522,62376,5718,5276,5976,56849,17,16,18,167,17,16,18,167,0,0,0,0,688.5,677,702,6888,7.5,3,21,91,8,3,21,98,734,593,879,7310
expanded|A=15|B=15|S=2|D=6,expanded,15,15,2,6,3,1001;1002;1003;1004;1005;1006;1007;1008;1009;1010,10,1,12.9,12.9,12.9,129,33.75,33.2,34.1,337.1,72.55,71.4,73.3,723.6,20.75,19.9,21.9,208.1,368.9,362.6,374.7,3680.9,534.9,525.2,545.9,5354.3,0.8,0.8,0.8,8,3255,3094,3365,32351,0.5,0,10,22,231.5,197,341,2423,3255,3094,3365,32351,3217.5,3054,3324,31982,12,11,12,119,12,11,12,119,0,0,0,0,691,681,701,6908,10,3,29,126,11,3,29,130,1074,983,1203,10767
