case_id,sensitivity_axis,sensitivity_value,slowdown_scale,scenario,num_disks,seed,num_reads,num_stripes,zipf_s,num_windows,window_size,policy,timeout_ms,p50_ms,p95_ms,p99_ms,p99_improvement_pct,post_onset_p95_auc_ms,post_onset_p99_auc_ms,issued_shard_reads,bandwidth_overhead_pct,parity_reads,pre_slowdown_parity_reads,recovery_parity_reads,proactive_or_degraded_reads,decode_count,migration_triggers,migration_true_positives,migration_false_positives,migration_false_negatives,first_detection_latency_reads,first_mitigation_latency_reads,recovery_regret_reads,post_warmup_windowed_p99_ms,severe_window_p99_ms,read_bypass_eligible_events,read_bypass_triggered_events,read_bypass_coverage_pct
slowdown_0_5,slowdown_scale,0.5,0.5,dynamic_sensitivity_100d_4pct_hdd,100,43,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.2,15.9,5.8,69.6,4011494,0.3,11494,0,2894,11494,10744,6,6,0,1202,10238,10257,4847,20.2,28.7,13837,8972,64.8
slowdown_0_5,slowdown_scale,0.5,0.5,dynamic_sensitivity_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.6,17.3,24.2,0.0,11.2,157.6,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,21.8,41.9,-1,-1,-1.0
slowdown_0_5,slowdown_scale,0.5,0.5,dynamic_sensitivity_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,late_binding,15.0,10.8,14.3,17.6,27.5,7.2,96.2,5000000,25.0,1000000,150000,6334,1000000,798139,0,-1,-1,-1,-1,56,18892,16.8,30.1,-1,-1,-1.0
slowdown_0_5,slowdown_scale,0.5,0.5,dynamic_sensitivity_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.6,17.3,22.2,8.5,10.8,84.7,4176565,4.4,176565,24274,3946,176565,14056,0,-1,-1,-1,56,58,8141,21.1,30.4,-1,-1,-1.0
slowdown_0_5,slowdown_scale,0.5,0.5,dynamic_sensitivity_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.1,20.2,16.5,6.4,70.6,4011416,0.3,11416,0,2964,11416,10669,6,6,0,1152,4710,5369,4996,20.3,28.8,14070,8934,63.5
slowdown_1_5,slowdown_scale,1.5,1.5,dynamic_sensitivity_100d_4pct_hdd,100,42,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.6,17.5,47.5,0.0,16.1,653.0,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,41.2,105.0,-1,-1,-1.0
slowdown_1_5,slowdown_scale,1.5,1.5,dynamic_sensitivity_100d_4pct_hdd,100,42,1000000,5000,1.0,20,50000,late_binding,15.0,10.8,14.5,32.7,31.1,12.1,438.5,5000000,25.0,1000000,150000,6389,1000000,796992,0,-1,-1,-1,-1,12,18898,29.1,74.2,-1,-1,-1.0
slowdown_1_5,slowdown_scale,1.5,1.5,dynamic_sensitivity_100d_4pct_hdd,100,42,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.6,17.4,33.1,30.3,15.7,405.1,4178790,4.5,178790,24130,5793,178790,21049,0,-1,-1,-1,12,12,10007,30.0,74.2,-1,-1,-1.0
slowdown_1_5,slowdown_scale,1.5,1.5,dynamic_sensitivity_100d_4pct_hdd,100,42,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.2,26.0,45.3,9.4,351.5,4015459,0.4,15459,0,4212,15459,14086,6,6,0,1130,770,770,7315,28.6,66.9,12634,11170,88.4
slowdown_1_5,slowdown_scale,1.5,1.5,dynamic_sensitivity_100d_4pct_hdd,100,43,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.6,17.5,47.4,0.0,15.1,647.2,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,41.1,104.3,-1,-1,-1.0
slowdown_1_5,slowdown_scale,1.5,1.5,dynamic_sensitivity_100d_4pct_hdd,100,43,1000000,5000,1.0,20,50000,late_binding,15.0,10.8,14.5,33.1,30.2,11.8,438.3,5000000,25.0,1000000,150000,6447,1000000,796999,0,-1,-1,-1,-1,119,18875,29.9,73.8,-1,-1,-1.0
slowdown_1_5,slowdown_scale,1.5,1.5,dynamic_sensitivity_100d_4pct_hdd,100,43,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.6,17.4,33.3,29.7,14.7,404.0,4179303,4.5,179303,24335,5876,179303,20938,0,-1,-1,-1,119,119,9975,30.4,73.8,-1,-1,-1.0
slowdown_1_5,slowdown_scale,1.5,1.5,dynamic_sensitivity_100d_4pct_hdd,100,43,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.2,26.0,45.1,8.6,353.7,4015319,0.4,15319,0,4111,15319,14023,6,6,0,1196,687,687,7249,29.4,66.8,12646,11153,88.2
slowdown_1_5,slowdown_scale,1.5,1.5,dynamic_sensitivity_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,vanilla_ec,15.0,12.6,17.5,47.9,0.0,15.7,650.1,4000000,0.0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,40.9,103.8,-1,-1,-1.0
slowdown_1_5,slowdown_scale,1.5,1.5,dynamic_sensitivity_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,late_binding,15.0,10.8,14.5,33.2,30.8,11.7,440.3,5000000,25.0,1000000,150000,6334,1000000,796983,0,-1,-1,-1,-1,56,18892,29.9,74.1,-1,-1,-1.0
slowdown_1_5,slowdown_scale,1.5,1.5,dynamic_sensitivity_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,timeout_degraded_read,15.0,12.6,17.4,33.5,30.0,15.3,405.1,4179240,4.5,179240,24274,5745,179240,21076,0,-1,-1,-1,56,56,9945,30.4,74.1,-1,-1,-1.0
slowdown_1_5,slowdown_scale,1.5,1.5,dynamic_sensitivity_100d_4pct_hdd,100,44,1000000,5000,1.0,20,50000,health_ec,15.0,12.5,17.2,26.4,44.8,9.2,359.1,4015657,0.4,15657,0,4187,15657,14268,6,6,0,1146,764,764,7458,28.9,67.8,12836,11344,88.4
