scenario,policy,seeds,num_runs,timeout_ms,p50_ms_median,p50_ms_min,p50_ms_max,p95_ms_median,p95_ms_min,p95_ms_max,p99_ms_median,p99_ms_min,p99_ms_max,p99_improvement_pct_median,p99_improvement_pct_min,p99_improvement_pct_max,post_onset_p95_auc_ms_median,post_onset_p95_auc_ms_min,post_onset_p95_auc_ms_max,post_onset_p99_auc_ms_median,post_onset_p99_auc_ms_min,post_onset_p99_auc_ms_max,issued_shard_reads_median,issued_shard_reads_min,issued_shard_reads_max,bandwidth_overhead_pct_median,bandwidth_overhead_pct_min,bandwidth_overhead_pct_max,parity_reads_median,parity_reads_min,parity_reads_max,pre_slowdown_parity_reads_median,pre_slowdown_parity_reads_min,pre_slowdown_parity_reads_max,recovery_parity_reads_median,recovery_parity_reads_min,recovery_parity_reads_max,proactive_or_degraded_reads_median,proactive_or_degraded_reads_min,proactive_or_degraded_reads_max,decode_count_median,decode_count_min,decode_count_max,migration_triggers_median,migration_triggers_min,migration_triggers_max,migration_true_positives_median,migration_true_positives_min,migration_true_positives_max,migration_false_positives_median,migration_false_positives_min,migration_false_positives_max,migration_false_negatives_median,migration_false_negatives_min,migration_false_negatives_max,first_detection_latency_reads_median,first_detection_latency_reads_min,first_detection_latency_reads_max,first_mitigation_latency_reads_median,first_mitigation_latency_reads_min,first_mitigation_latency_reads_max,recovery_regret_reads_median,recovery_regret_reads_min,recovery_regret_reads_max,post_warmup_windowed_p99_ms_median,post_warmup_windowed_p99_ms_min,post_warmup_windowed_p99_ms_max,severe_window_p99_ms_median,severe_window_p99_ms_min,severe_window_p99_ms_max,read_bypass_eligible_events_median,read_bypass_eligible_events_min,read_bypass_eligible_events_max,read_bypass_triggered_events_median,read_bypass_triggered_events_min,read_bypass_triggered_events_max,read_bypass_coverage_pct_median,read_bypass_coverage_pct_min,read_bypass_coverage_pct_max,migration_triggers_total,migration_true_positives_total,migration_false_positives_total,migration_false_negatives_total,migration_precision_pct,migration_recall_pct
dynamic_overlap_100d_4pct_hdd,vanilla_ec,42..71,30,15,12.6,12.6,12.6,17.6,17.6,17.6,55,54.3,55.5,0,0,0,18,17.1,19,558.8,551.3,563.3,4000000,4000000,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,63.35,62.1,64,64.25,63.4,65.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1
dynamic_overlap_100d_4pct_hdd,late_binding,42..71,30,15,10.8,10.8,10.8,14.4,14.4,14.4,23.5,23.1,23.8,57.2,56.8,57.8,10,9.5,10.4,212.5,209.5,214.8,5000000,5000000,5000000,25,25,25,1000000,1000000,1000000,150000,150000,150000,10115.5,9965,10341,1000000,1000000,1000000,798506,797516,799164,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.5,1,223,17362.5,16968,17626,26.5,26.1,27,27.1,26.6,27.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1
dynamic_overlap_100d_4pct_hdd,timeout_degraded_read,42..71,30,15,12.6,12.6,12.6,17.5,17.5,17.5,27.4,27.2,27.6,50.1,49.7,50.5,17.2,16.1,18,216.85,213.1,220.1,4181283.5,4180634,4181950,4.5,4.5,4.5,181283.5,180634,181950,24287.5,24012,24873,8668.5,8484,8909,181283.5,180634,181950,22923,22503,23254,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,1,223,62.5,4,223,10543,10316,10851,28.2,27.9,28.6,28.8,28.4,29.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1
dynamic_overlap_100d_4pct_hdd,health_ec,42..71,30,15,12.5,12.5,12.5,17.1,17.1,17.2,21.3,21.1,21.4,61.3,61,61.8,7.3,6.8,7.8,135.95,132,139.6,4018432,4017993,4018703,0.5,0.4,0.5,18432,17993,18703,0,0,0,6781.5,6643,6995,18432,17993,18703,17273.5,16829,17522,6,6,6,6,5,6,0,0,0,1211,1189,1243,770,81,2559,770,81,2559,8418.5,8249,8644,22.8,22.1,23.5,25,24.4,25.8,17404.5,16987,17643,15352,14919,15561,88.15,87.1,89,180,179,0,36368,100,0.49
